"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,2.484855,28.577698,1616390.167900,1153704252
1991,2.606096,30.015398,1766106.873600,1170626171
1992,2.730788,31.585351,2017331.610800,1183813389
1993,2.921651,34.047482,2297412.834100,1195855558
1994,3.103739,36.175724,2596916.984700,1207286675
1995,3.361637,37.269570,2881381.504100,1218144426
1996,3.508818,39.266818,3167293.646200,1228298836
1997,3.515594,39.532080,3459842.630300,1237801448
1998,3.364588,39.602039,3731306.320100,1246836105
1999,3.557275,40.989844,4017185.621000,1255433236
2000,3.649227,42.481023,4358243.918400,1264099069
2001,3.728510,44.892227,4721537.020400,1272739582
2002,4.103046,48.889766,5152785.099000,1280926120
2003,4.841119,56.947523,5670024.092400,1288873367
2004,5.217351,66.632888,6243470.325200,1296816711
2005,5.882106,75.697795,6954888.051900,1304887562
2006,6.494331,82.973999,7839619.015200,1313086567
2007,6.983547,90.178471,8955262.498700,1321513224
2008,7.501498,93.673667,9819504.397200,1330167148
2009,7.891078,97.772036,10742414.244000,1339125595
2010,8.620576,104.600194,11884961.309000,1348191368
2011,9.532332,112.811528,13020073.195000,1357095481
2012,9.779292,117.447046,14043935.267000,1366560818
2013,9.956329,121.869234,15134607.861000,1376100308
2014,9.990257,125.024635,16258469.707000,1385189668
2015,9.863457,126.489553,17403280.424000,1393715448
2016,9.762714,126.999766,18595190.725000,1401889681
2017,10.006343,131.937782,19887035.114000,1410275957
2018,10.332992,138.274719,21229364.459000,1417069468
2019,10.713985,144.678761,22526504.174000,1421864031
2020,10.905693,149.377366,23031901.022000,1424929781
2021,11.447913,157.849220,24892775.403000,1425893465
2022,11.350538,160.258735,25981441.672000,1425887337
2023,11.902503,170.739232,27299797.358000,1425671352
