"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1989,-19.761541,1.621295,-1.504044,0.745711,2.048582,0.208360,-0.311966,0
1990,-25.489768,1.600618,-1.617328,0.777772,2.185939,0.216791,0.354451,0
1991,-26.618045,1.589394,-1.623445,0.776906,2.187324,0.216792,1.247059,0
1992,-27.446268,1.578634,-1.628754,0.776101,2.188873,0.216793,0.825296,0
1993,-28.366515,1.564654,-1.639671,0.774880,2.189280,0.216794,0.688957,0
1994,-28.968853,1.553557,-1.645568,0.774030,2.190713,0.216794,1.823162,0
1995,-28.409503,1.539503,-1.656616,0.772798,2.191096,0.216794,1.566573,0
1996,-27.711818,1.526220,-1.671484,0.771666,2.191754,0.216794,1.642559,0
1997,-28.102882,1.513306,-1.682095,0.770582,2.192542,0.216794,1.488549,0
1998,-29.826286,1.500359,-1.691179,0.769493,2.193318,0.216794,1.279863,0
1999,-28.973574,1.488591,-1.696998,0.768557,2.194513,0.216794,0.662033,0
2000,-28.586481,1.617899,-1.630334,0.764838,2.126644,0.226556,0.020722,0
2001,-29.470593,1.611718,-1.633881,0.763808,2.124952,0.226918,0.131170,0
2002,-27.205723,1.597926,-1.644827,0.762221,2.122889,0.227095,-0.473851,0
2003,-27.062938,1.592121,-1.648127,0.761218,2.121216,0.227466,-1.237698,0
2004,-26.656089,1.590150,-1.648832,0.760496,2.119729,0.227930,-1.620555,0
2005,-28.031889,1.592837,-1.643476,0.760169,2.118511,0.228527,-1.141451,0
2006,-28.063968,1.561045,-1.600600,0.760539,2.139750,0.218315,-0.762436,0
2007,-27.091513,1.136705,-2.102502,0.628391,1.851864,0.161697,-1.497601,0
2008,-27.598768,1.122362,-2.060987,0.598319,1.803743,0.153267,-1.545724,0
2009,-27.850264,2.009972,-0.615228,0.367356,3.094477,0.162476,-1.242328,0
2010,-27.593776,2.381007,-0.184332,0.697289,3.143123,0.209059,-2.426414,0
2011,-26.225187,1.358731,-0.422631,0.753434,2.385854,0.191371,-2.660140,0
2012,-25.640346,0.220177,-1.336480,0.727911,2.441975,0.135822,-4.271660,0
2013,-28.251319,-0.336608,-1.343592,0.704424,2.435527,0.127644,-4.562959,0
2014,-29.380314,0.079829,-3.338377,0.638747,2.530259,0.128845,-4.298030,0
2015,-29.111643,1.132743,-4.850668,0.758812,2.499477,0.111809,-4.502060,0
2016,-29.890096,1.571719,-5.963591,0.754356,2.321253,0.119293,-4.537022,0
2017,-28.857026,1.983588,-6.981467,0.742905,2.129482,0.128824,-4.315812,0
2018,-23.755410,2.431796,-7.462479,0.724343,2.102896,0.171859,-3.603980,0
2019,-24.223585,2.876959,-7.155122,0.689383,1.967248,0.129244,-3.564940,0
2020,-23.712493,2.031008,-10.128170,0.681821,2.221872,0.166513,-3.190943,0
2021,-23.454782,3.306955,-9.862481,0.634845,1.927408,0.120297,-2.857612,0
2022,-22.821954,4.172795,-12.736340,0.600993,1.827485,0.095711,-1.512393,0
2023,-24.052032,4.683653,-13.453909,0.624275,2.737971,0.265374,-1.864630,0
2024,-24.553229,4.847528,-12.089287,0.559298,1.915632,0.094954,-1.780208,0
