"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.250511,3.837732,542872.126090,44120039
1991,0.275688,4.340214,601383.188930,44487412
1992,0.299905,4.894979,638660.784150,44703709
1993,0.330174,5.367889,682584.514420,44932861
1994,0.355695,5.788710,745850.996010,45165780
1995,0.383665,6.324982,817561.327290,45393418
1996,0.420996,6.985563,882072.665590,45660168
1997,0.444968,7.672042,936501.422360,45962393
1998,0.378038,7.006933,888464.067750,46250259
1999,0.410519,7.639285,990343.730390,46520444
2000,0.439981,8.080173,1080077.125600,46788591
2001,0.455631,8.275168,1132486.783600,47064790
2002,0.476065,8.656830,1219973.002700,47320668
2003,0.485213,8.936144,1258369.105500,47539738
2004,0.491389,9.144480,1323771.472900,47727285
2005,0.498688,9.451685,1380806.731600,47889573
2006,0.503478,9.608683,1453496.908100,48049347
2007,0.521709,9.896907,1537793.165700,48220601
2008,0.532651,10.061674,1584126.640100,48398626
2009,0.537820,10.118014,1596683.996500,48588019
2010,0.594339,10.926905,1705335.547100,48813042
2011,0.623443,11.434494,1768188.549600,49169878
2012,0.627943,11.578656,1810669.827200,49634185
2013,0.634581,11.613119,1867972.252300,50098229
2014,0.629366,11.709623,1927793.199800,50558043
2015,0.634177,11.914263,1981946.901900,50994401
2016,0.637914,12.266751,2040352.533600,51309984
2017,0.654537,12.404906,2104820.240500,51511639
2018,0.670169,12.610982,2166015.864300,51676900
2019,0.646102,12.465634,2214620.780100,51803829
2020,0.597634,12.049074,2195751.515000,51844690
2021,0.616075,12.623430,2284046.283400,51830139
2022,0.602092,12.752438,2342091.503200,51815810
2023,0.577417,12.434021,2410965.751600,51784059
