"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,101.403182,100.705204,0.145774,0,0.661248,-0.109044
1991,102.305411,101.579704,0.185862,0,0.649053,-0.109208
1992,107.872263,107.097999,0.236174,0,0.649283,-0.111193
1993,106.799951,105.815900,0.448091,0,0.647628,-0.111668
1994,107.406430,106.371965,0.509695,0,0.639039,-0.114269
1995,104.059139,102.977439,0.556132,0,0.639782,-0.114214
1996,107.733119,106.453196,0.699202,0,0.692251,-0.111530
1997,106.114866,104.834401,0.838898,0,0.550473,-0.108906
1998,105.221464,103.590412,1.129136,0,0.607392,-0.105476
1999,106.314569,104.165490,1.353778,0,0.898539,-0.103238
2000,104.539648,101.827889,1.721019,0,1.090584,-0.099844
2001,104.830465,101.387234,2.604124,0,0.936726,-0.097619
2002,105.161449,100.961207,3.338501,0,0.946731,-0.084991
2003,102.225689,98.176129,3.227646,0,0.902552,-0.080639
2004,97.185084,92.978174,2.976747,0,1.252820,-0.022657
2005,95.945442,90.783102,3.829258,0,1.415153,-0.082070
2006,91.607165,84.953240,5.063926,0,1.639375,-0.049377
2007,91.183190,83.815831,5.929841,0,1.525198,-0.087680
2008,91.817441,83.260827,7.039115,0,1.599466,-0.081967
2009,87.964321,80.107708,7.208726,0,0.731965,-0.084079
2010,85.660159,77.595899,7.127446,0,1.017240,-0.080425
2011,84.421508,75.943747,7.681725,0,0.878441,-0.082405
2012,87.776014,79.459743,7.350474,0,1.042893,-0.077096
2013,90.174827,80.827845,8.354961,0,1.063563,-0.071542
2014,84.717170,76.375716,7.253209,0,1.153874,-0.065629
2015,88.098217,79.107020,7.784737,0,1.164780,0.041680
2016,86.786905,78.193075,7.528580,0,1.126251,-0.061001
2017,83.303130,75.907692,6.297759,0,1.157742,-0.060064
2018,86.227448,77.592581,7.524560,0,1.173959,-0.063653
2019,82.240106,73.643033,7.662014,0,0.889823,0.045237
2020,68.601246,62.492436,5.655549,0,0.518208,-0.064947
2021,72.855922,66.975722,5.590965,0,0.359482,-0.070247
2022,65.088838,58.488513,6.212978,0,0.458525,-0.071177
2023,60.105106,53.753863,6.071007,0,0.357025,-0.076788
2024,61.516570,54.501088,6.794210,0,0.326724,-0.105451
