"Year","2003","2004","2005","2006","2022","2023","2024","2025","2026"
1990,,,,0.000031,0.000088,0.000088,0.000088,0.000088,0.000088
1991,,,,0.000034,0.000082,0.000082,0.000082,0.000082,0.000082
1992,,,,0.000037,0.000075,0.000075,0.000076,0.000076,0.000076
1993,,,,0.000037,0.000063,0.000063,0.000063,0.000063,0.000063
1994,,,,0.000039,0.000053,0.000053,0.000053,0.000053,0.000053
1995,,,,0.000037,0.000048,0.000049,0.000049,0.000049,0.000049
1996,,,,0.000038,0.000049,0.000049,0.000049,0.000049,0.000049
1997,,,,0.000040,0.000044,0.000043,0.000043,0.000043,0.000043
1998,,,,0.000038,0.000045,0.000045,0.000045,0.000045,0.000045
1999,,,,0.000038,0.000055,0.000056,0.000056,0.000056,0.000056
2000,,,,0.000038,0.000057,0.000059,0.000059,0.000059,0.000059
2001,0.000040,,,0.000038,0.000051,0.000052,0.000052,0.000052,0.000052
2002,,0.000038,,0.000036,0.000052,0.000053,0.000053,0.000053,0.000053
2003,,,0.000035,0.000033,0.000051,0.000051,0.000051,0.000051,0.000051
2004,,,,0.000030,0.000064,0.000064,0.000064,0.000064,0.000064
2005,,,,,0.000070,0.000070,0.000070,0.000070,0.000070
2006,,,,,0.000078,0.000078,0.000078,0.000078,0.000078
2007,,,,,0.000074,0.000074,0.000074,0.000074,0.000074
2008,,,,,0.000076,0.000076,0.000076,0.000076,0.000076
2009,,,,,0.000041,0.000041,0.000041,0.000041,0.000041
2010,,,,,0.000050,0.000050,0.000050,0.000050,0.000050
2011,,,,,0.000046,0.000046,0.000046,0.000046,0.000046
2012,,,,,0.000052,0.000052,0.000052,0.000052,0.000052
2013,,,,,0.000051,0.000051,0.000051,0.000051,0.000051
2014,,,,,0.000052,0.000052,0.000052,0.000052,0.000052
2015,,,,,0.000054,0.000054,0.000054,0.000054,0.000054
2016,,,,,0.000053,0.000053,0.000053,0.000053,0.000053
2017,,,,,0.000054,0.000054,0.000054,0.000054,0.000054
2018,,,,,0.000053,0.000053,0.000053,0.000053,0.000053
2019,,,,,0.000043,0.000043,0.000043,0.000043,0.000043
2020,,,,,0.000029,0.000029,0.000029,0.000029,0.000029
2021,,,,,,0.000026,0.000027,0.000027,0.000027
2022,,,,,,,0.000030,0.000029,0.000030
2023,,,,,,,,0.000027,0.000027
2024,,,,,,,,,0.000027
