"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-2.198384,3.505858,1.231528,0.293889,0.925360,0.149191,-0.068582,0
1991,-2.228864,3.392080,1.220810,0.299924,0.938940,0.144847,0.047299,0
1992,-2.281132,3.405865,1.263705,0.306322,0.952999,0.140634,0.077294,0
1993,-2.311647,3.247460,1.127346,0.312756,0.968066,0.137181,0.218640,0
1994,-2.342766,3.310730,1.418158,0.318966,0.982658,0.133879,0.232158,0
1995,-2.374386,3.171088,1.356578,0.324209,0.996690,0.131645,0.107572,0
1996,-2.406593,3.087550,1.279341,0.330571,1.010850,0.128798,0.112833,0
1997,-2.439455,2.939342,1.085279,0.335939,1.025491,0.127053,0.036802,0
1998,-2.472900,3.079917,1.308505,0.341791,1.039401,0.125737,0.116198,0
1999,-2.506957,3.006111,1.228933,0.347513,1.053974,0.125147,0.039690,0
2000,-2.501525,2.942955,1.465521,0.353267,1.067452,0.124228,-0.014340,0
2001,-2.495818,3.199853,1.825047,0.358236,1.081770,0.124000,0.147844,0
2002,-2.490928,3.414347,1.884889,0.363702,1.095840,0.124934,0.135623,0
2003,-2.487136,3.098119,1.483150,0.367977,1.109477,0.125548,0.121036,0
2004,-2.491739,3.194285,1.252162,0.391237,1.203511,0.122379,0.166396,0
2005,-2.490761,3.172380,1.064337,0.398115,1.222456,0.122813,0.103340,0
2006,-2.730145,3.001559,1.216924,0.405557,1.240571,0.122976,0.148410,0
2007,-2.745740,3.140505,1.351022,0.412362,1.262063,0.123454,0.209710,0
2008,-2.761445,3.224124,1.525940,0.419737,1.282394,0.124829,0.111931,0
2009,-2.760100,3.262246,1.456018,0.441557,1.258617,0.127597,0.081638,0
2010,-2.779292,3.355858,1.549025,0.440889,1.280494,0.128960,0.062086,0
2011,-2.799283,3.469644,1.594030,0.440451,1.304594,0.131451,0.099106,0
2012,-2.819760,3.326923,1.355312,0.440644,1.326307,0.133854,0.108774,0
2013,-2.818156,3.057675,1.380466,0.424144,1.300335,0.158181,0.082080,0
2014,-2.310370,3.076646,1.624558,0.428102,1.331488,0.167443,0.087012,0
2015,-2.271293,3.045429,1.670132,0.429517,1.356433,0.176010,0.131883,0
2016,-2.232144,2.849986,1.484815,0.433003,1.386474,0.184447,0.091927,0
2017,-2.223933,2.843495,1.211323,0.358318,1.038636,0.187236,0.114294,0
2018,-2.212343,2.695920,1.097869,0.355878,1.040390,0.192239,0.136565,0
2019,-2.200921,2.557598,0.995555,0.352094,1.042360,0.198025,0.126351,0
2020,-2.201191,2.474407,0.759051,0.348621,1.045916,0.205116,0.131542,0
2021,-2.194025,2.457096,0.810589,0.403390,1.332686,0.190331,0.125095,0
2022,-2.418860,2.348452,0.874722,0.402650,1.353205,0.191646,0.129962,0
2023,-2.417394,2.478427,1.131422,0.401152,1.376315,0.193884,0.124480,0
2024,-2.416716,2.664454,1.334683,0.401408,1.394190,0.197084,0.126342,0
