"Year","2003","2004","2005","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,0.053368,0.052879,0.068749,0.064472,0.064491,0.059092,0.059183,0.059353,0.059495,0.060536,0.060512,0.058685,0.058654,0.060670,0.060251,0.060257,0.060249
1991,0.054215,0.053744,0.070025,0.065344,0.065363,0.059728,0.059780,0.059925,0.060086,0.061112,0.061091,0.059297,0.059266,0.061344,0.060906,0.060916,0.060886
1992,0.057903,0.056895,0.072249,0.065976,0.065996,0.060682,0.060547,0.060726,0.060947,0.061963,0.061941,0.060207,0.060169,0.062257,0.061836,0.061840,0.061833
1993,0.060205,0.059254,0.074599,0.066816,0.066836,0.061638,0.061446,0.061671,0.061892,0.062880,0.062858,0.061127,0.061092,0.063208,0.062785,0.062794,0.062755
1994,0.059075,0.057985,0.071857,0.064583,0.064605,0.059902,0.059712,0.059977,0.060249,0.061267,0.061244,0.059576,0.059556,0.061687,0.061258,0.061269,0.061263
1995,0.058638,0.058392,0.072326,0.064131,0.064166,0.059497,0.059288,0.059534,0.059856,0.060965,0.060943,0.059141,0.059103,0.061194,0.060783,0.060786,0.060764
1996,0.057891,0.057450,0.071567,0.063917,0.063960,0.059531,0.059400,0.059646,0.059989,0.061117,0.061094,0.059372,0.059322,0.061396,0.060986,0.060990,0.060965
1997,0.057376,0.057246,0.070832,0.062972,0.063000,0.058616,0.058482,0.058733,0.059089,0.060233,0.060211,0.058439,0.058385,0.060497,0.060034,0.060040,0.060021
1998,0.056869,0.056582,0.069982,0.060625,0.060665,0.056690,0.056540,0.056786,0.057132,0.058286,0.058265,0.056484,0.056428,0.058561,0.058166,0.058170,0.058125
1999,0.056024,0.055734,0.067574,0.058289,0.058338,0.054370,0.054273,0.054520,0.054819,0.055974,0.055950,0.054256,0.054188,0.056306,0.055883,0.055890,0.055850
2000,0.053739,0.053393,0.064175,0.056126,0.056168,0.052541,0.052479,0.052722,0.053027,0.054202,0.054179,0.052109,0.051971,0.054092,0.053755,0.053772,0.053653
2001,0.051828,0.051016,0.060898,0.052706,0.052736,0.049272,0.049201,0.049442,0.049720,0.050899,0.050880,0.048967,0.048834,0.050996,0.050722,0.050742,0.050626
2002,,0.049290,0.057972,0.049987,0.050011,0.046535,0.046476,0.046725,0.047018,0.048194,0.048173,0.046000,0.045818,0.047948,0.047716,0.047765,0.047655
2003,,,0.055873,0.049298,0.049323,0.046199,0.046081,0.046323,0.046598,0.047780,0.047759,0.045661,0.045477,0.047550,0.047216,0.047236,0.047142
2004,,,,0.050735,0.050784,0.047455,0.047554,0.047812,0.048093,0.049279,0.049259,0.046898,0.046700,0.048792,0.048505,0.048520,0.048398
2005,,,,0.049815,0.049871,0.046456,0.047245,0.047501,0.047776,0.048978,0.048957,0.046697,0.046519,0.048617,0.048329,0.048461,0.048304
2006,,,,0.049395,0.049445,0.045933,0.046930,0.047177,0.047594,0.048831,0.048812,0.046879,0.046680,0.048892,0.048621,0.048857,0.048641
2007,,,,0.043794,0.043818,0.040090,0.041409,0.041666,0.042045,0.043289,0.043268,0.041476,0.041289,0.043574,0.043338,0.043658,0.043450
2008,,,,0.031249,0.031297,0.027524,0.028718,0.028980,0.029368,0.030630,0.030610,0.028859,0.028701,0.030991,0.030839,0.031164,0.030907
2009,,,,0.030405,0.030494,0.026823,0.028020,0.028281,0.028677,0.029953,0.029937,0.028356,0.028190,0.030439,0.030181,0.030559,0.030358
2010,,,,0.029702,0.030147,0.026422,0.027013,0.027268,0.027679,0.028973,0.028956,0.027461,0.027349,0.029475,0.029152,0.029551,0.029453
2011,,,,0.029372,0.029939,0.026117,0.026360,0.026622,0.027041,0.028247,0.028235,0.026697,0.026598,0.028749,0.028452,0.028864,0.028773
2012,,,,,0.029228,0.025600,0.025747,0.026019,0.026437,0.027696,0.027686,0.026174,0.026093,0.028153,0.027805,0.028285,0.028203
2013,,,,,,0.026168,0.025788,0.026712,0.027121,0.028296,0.028290,0.026930,0.026850,0.028891,0.028498,0.028888,0.028854
2014,,,,,,,0.026226,0.027065,0.027507,0.028725,0.028719,0.027347,0.027263,0.029324,0.029001,0.029409,0.029349
2015,,,,,,,,0.027959,0.028423,0.029582,0.029558,0.027929,0.027947,0.030079,0.029802,0.030224,0.030120
2016,,,,,,,,,0.027571,0.028481,0.028445,0.026842,0.026874,0.029048,0.028699,0.029190,0.029094
2017,,,,,,,,,,0.029266,0.029052,0.027657,0.027718,0.029863,0.029500,0.029904,0.029837
2018,,,,,,,,,,,0.028017,0.026871,0.026934,0.029141,0.028777,0.029252,0.029155
2019,,,,,,,,,,,,0.026485,0.026563,0.028732,0.028229,0.028686,0.028621
2020,,,,,,,,,,,,,0.026021,0.028148,0.027604,0.028030,0.027977
2021,,,,,,,,,,,,,,0.027001,0.026460,0.026863,0.026824
2022,,,,,,,,,,,,,,,0.024691,0.024990,0.024977
2023,,,,,,,,,,,,,,,,0.024533,0.024560
2024,,,,,,,,,,,,,,,,,0.024439
