"Year","China","USA","India","EU27","Russia","Japan"
1890,0,0.109647,0.001210,0.131454,0.004526,0.001844
1891,0,0.116655,0.001303,0.136827,0.004983,0.002217
1892,0,0.122939,0.001432,0.134723,0.005275,0.002204
1893,0,0.123934,0.001513,0.136988,0.006183,0.002340
1894,0,0.116007,0.001533,0.143890,0.006297,0.003009
1895,0,0.130990,0.001920,0.148284,0.007235,0.003337
1896,0,0.131245,0.002076,0.157014,0.007365,0.003525
1897,0,0.136541,0.002253,0.166094,0.008516,0.003696
1898,0,0.148832,0.002490,0.173444,0.009551,0.004707
1899,0,0.170724,0.002744,0.182682,0.011080,0.004714
1900,0,0.180878,0.003256,0.194365,0.012552,0.005298
1901,0,0.196923,0.003597,0.193688,0.012886,0.006352
1902,0,0.208651,0.003962,0.190082,0.012446,0.006808
1903,0,0.244107,0.004040,0.202807,0.012174,0.007038
1904,0,0.240736,0.004520,0.206650,0.013545,0.007929
1905,0,0.269236,0.004621,0.217187,0.012091,0.008169
1906,0,0.282607,0.005336,0.221714,0.013791,0.008967
1907,0.005430,0.328565,0.005942,0.253140,0.015447,0.009572
1908,0.006205,0.287340,0.006798,0.262564,0.015542,0.010271
1909,0.006619,0.318151,0.006589,0.260649,0.016406,0.010441
1910,0.006826,0.347048,0.006410,0.265520,0.016089,0.010749
1911,0.006722,0.343523,0.006764,0.270937,0.016681,0.012066
1912,0.004648,0.366694,0.007784,0.290501,0.018896,0.013450
1913,0.006619,0.393707,0.008588,0.312825,0.020527,0.014824
1914,0.007292,0.359711,0.008651,0.267733,0.018526,0.015834
1915,0.006938,0.373280,0.009045,0.245641,0.017005,0.014422
1916,0.008223,0.414569,0.009148,0.258213,0.018124,0.015993
1917,0.008740,0.456051,0.009558,0.256089,0.016680,0.018418
1918,0.009484,0.476997,0.010742,0.241112,0.006652,0.019526
1919,0.010370,0.403701,0.011729,0.187487,0.005682,0.021614
1920,0.010993,0.474412,0.009516,0.235110,0.005181,0.020273
1921,0.010579,0.388556,0.010236,0.244033,0.005619,0.018234
1922,0.010909,0.391855,0.010072,0.250574,0.006853,0.019495
1923,0.012696,0.517668,0.010364,0.224729,0.007570,0.020717
1924,0.013331,0.463515,0.011088,0.272980,0.009019,0.021656
1925,0.012542,0.479854,0.010940,0.276132,0.008901,0.022383
1926,0.011916,0.520210,0.010901,0.266906,0.012897,0.022545
1927,0.012502,0.508417,0.011431,0.300049,0.016034,0.024422
1928,0.012989,0.499718,0.010937,0.307095,0.017813,0.025216
1929,0.013177,0.535891,0.011383,0.337267,0.019183,0.025895
1930,0.013526,0.476233,0.011572,0.306602,0.026078,0.023517
1931,0.014166,0.405284,0.010603,0.276134,0.031329,0.021262
1932,0.013720,0.343290,0.009861,0.244048,0.035299,0.021283
1933,0.014768,0.368143,0.009680,0.251599,0.039450,0.024930
1934,0.017026,0.391987,0.010811,0.271161,0.047720,0.027621
1935,0.019827,0.407293,0.011297,0.283852,0.054016,0.029035
1936,0.020600,0.467634,0.011104,0.295824,0.061940,0.031891
1937,0.019369,0.489249,0.012300,0.332949,0.063336,0.034233
1938,0.016748,0.413687,0.013750,0.336347,0.066848,0.035954
1939,0.020313,0.456037,0.013459,0.346365,0.067668,0.034865
1940,0.024779,0.511732,0.014277,0.360383,0.081125,0.041824
1941,0.031108,0.557747,0.014624,0.355183,0.071270,0.042196
1942,0.034829,0.599963,0.014610,0.360446,0.038746,0.040336
1943,0.029747,0.620103,0.012730,0.363449,0.040438,0.041113
1944,0.028112,0.667277,0.013017,0.311600,0.058643,0.037864
1945,0.015254,0.643982,0.014431,0.134539,0.062085,0.020916
1946,0.009855,0.616128,0.014254,0.231365,0.069772,0.014385
1947,0.011418,0.678454,0.014514,0.270422,0.084017,0.019114
1948,0.010480,0.704847,0.014521,0.298988,0.089402,0.024040
1949,0.016944,0.590847,0.015335,0.330582,0.101628,0.026861
1950,0.021516,0.693637,0.016676,0.348736,0.113281,0.027986
1951,0.027870,0.714714,0.017473,0.390220,0.122771,0.033695
1952,0.034934,0.696294,0.018402,0.405791,0.131469,0.035597
1953,0.036513,0.713147,0.018751,0.413483,0.139086,0.039820
1954,0.043908,0.679438,0.019764,0.439784,0.151904,0.038941
1955,0.051998,0.744681,0.021503,0.475809,0.172244,0.038765
1956,0.058904,0.780566,0.022286,0.509577,0.188849,0.043893
1957,0.069810,0.773955,0.025010,0.525755,0.206660,0.051388
1958,0.143182,0.749756,0.026151,0.521530,0.220585,0.049514
1959,0.196548,0.772905,0.027688,0.529642,0.231916,0.052653
1960,0.218013,0.790752,0.030383,0.573138,0.241458,0.063545
1961,0.155740,0.787902,0.032861,0.600340,0.249010,0.077274
1962,0.125442,0.817113,0.036185,0.642633,0.261351,0.080043
1963,0.124667,0.853299,0.038877,0.685835,0.280288,0.088773
1964,0.125720,0.890915,0.038070,0.721678,0.298093,0.098076
1965,0.136541,0.927824,0.041949,0.730657,0.316222,0.105614
1966,0.149962,0.974733,0.043497,0.752909,0.333947,0.114569
1967,0.125608,1.011316,0.043547,0.769746,0.349192,0.133710
1968,0.135237,1.048286,0.047508,0.817028,0.359005,0.153537
1969,0.165852,1.101295,0.048421,0.871261,0.373881,0.178451
1970,0.220511,1.184412,0.049597,0.909330,0.393224,0.210082
1971,0.248147,1.191448,0.052392,0.934986,0.417291,0.218243
1972,0.264368,1.248094,0.055414,0.970524,0.439043,0.235002
1973,0.275189,1.306068,0.057067,1.017816,0.457585,0.249526
1974,0.280595,1.261304,0.058912,1.012602,0.475010,0.249537
1975,0.322930,1.222315,0.063922,0.992730,0.499305,0.237390
1976,0.334722,1.295882,0.066798,1.067959,0.518535,0.248241
1977,0.365947,1.334594,0.070677,1.057489,0.536172,0.255330
1978,0.407418,1.348720,0.071820,1.093105,0.554586,0.247015
1979,0.416392,1.367073,0.075405,1.122983,0.559185,0.261225
1980,0.407886,1.312467,0.079615,1.113269,0.581187,0.258880
1981,0.402972,1.279133,0.085962,1.054836,0.570121,0.253922
1982,0.438478,1.213865,0.088805,1.029739,0.580869,0.245828
1983,0.462395,1.208982,0.096124,1.018028,0.589108,0.241381
1984,0.503501,1.272513,0.098679,1.027613,0.594339,0.256694
1985,0.545328,1.269907,0.108513,1.043439,0.640976,0.249799
1986,0.574294,1.272847,0.116351,1.039429,0.641083,0.249467
1987,0.616195,1.317143,0.124275,1.048327,0.643537,0.246228
1988,0.662089,1.378509,0.134195,1.037859,0.665102,0.268749
1989,0.672395,1.400803,0.147558,1.047952,0.656339,0.278733
1990,0.678181,1.397641,0.157750,1.056252,0.692207,0.315882
1991,0.711271,1.381811,0.167949,1.038318,0.656866,0.319076
1992,0.745302,1.412180,0.178888,1.003686,0.536710,0.321750
1993,0.797394,1.439097,0.184852,0.984680,0.509478,0.319840
1994,0.847090,1.464050,0.194886,0.979583,0.449690,0.334851
1995,0.917477,1.480693,0.207550,0.992229,0.442065,0.338208
1996,0.957647,1.531928,0.224787,1.015367,0.433085,0.341620
1997,0.959496,1.552441,0.234173,0.997246,0.404543,0.339628
1998,0.918283,1.564760,0.239021,0.994623,0.399905,0.328765
1999,0.970872,1.584039,0.262217,0.979520,0.407800,0.338754
2000,0.995968,1.640321,0.269226,0.982590,0.403696,0.344976
2001,1.017606,1.612374,0.273070,0.998068,0.413659,0.340992
2002,1.119827,1.622901,0.281698,0.998268,0.411241,0.349071
2003,1.321266,1.640324,0.291413,1.019771,0.419492,0.351391
2004,1.423949,1.668301,0.309451,1.021782,0.421386,0.350135
2005,1.605378,1.673631,0.326035,1.019510,0.426467,0.352155
2006,1.772470,1.651934,0.352752,1.024150,0.442959,0.345878
2007,1.905990,1.673068,0.380051,1.010494,0.443172,0.355621
2008,2.047352,1.614388,0.406506,0.989608,0.450891,0.336298
2009,2.153679,1.495831,0.440015,0.908993,0.421680,0.317520
2010,2.352777,1.550141,0.457789,0.934513,0.445629,0.331550
2011,2.601619,1.513678,0.481635,0.907979,0.460128,0.345196
2012,2.669021,1.458539,0.525573,0.889076,0.464320,0.356440
2013,2.717339,1.495676,0.544514,0.866569,0.447718,0.358979
2014,2.726599,1.508920,0.586338,0.829260,0.447587,0.344925
2015,2.691991,1.467378,0.609776,0.844638,0.447237,0.333843
2016,2.664496,1.433661,0.642647,0.844236,0.446202,0.328380
2017,2.730989,1.422533,0.662284,0.850771,0.454727,0.324095
2018,2.820140,1.467739,0.707712,0.832388,0.467384,0.311812
2019,2.924122,1.436175,0.713124,0.792770,0.465347,0.301713
2020,2.976445,1.286743,0.660904,0.717083,0.445668,0.283975
2021,3.124430,1.373421,0.729864,0.764504,0.467247,0.289821
2022,3.097854,1.386155,0.772698,0.747838,0.491864,0.281847
2023,3.248500,1.340445,0.835787,0.685213,0.495613,0.269865
