"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,,,
1962,,,,
1963,,,,
1964,,,,
1965,,,,
1966,,,,
1967,,,,
1968,,,,
1969,,,,
1970,,,,
1971,,,,
1972,,,,
1973,,,,
1974,,,,
1975,,,,
1976,,,,
1977,,,,
1978,,,,
1979,,,,
1980,,,,
1981,,,,
1982,,,,
1983,,,,
1984,,,,
1985,,,,
1986,,,,
1987,,,,
1988,,,,
1989,,,,
1990,,,,
1991,,,,
1992,,,0.000006,
1993,0,,0.000050,
1994,0,,0.000050,
1995,0,,0.000050,
1996,0.000029,,0.000050,
1997,0.000029,,0.000050,
1998,0.000029,,0,0
1999,0.000029,,0,0
2000,0.000029,,0,0
2001,0.000029,,0,0
2002,0.000029,,0,0
2003,0.000029,,0,0
2004,0.000029,,0,0
2005,0.000029,,0,0
2006,0.000029,,0,0
2007,0.000029,,0,0
2008,0.000029,,0,0
2009,0.000029,,0,0
2010,0.000029,,0,0
2011,0.000030,0.000008,0.000064,0.000022
2012,0,0,0,0.000022
2013,0.000008,0,0,0
2014,0,0,0,0
2015,0.000021,0,0,0
2016,0,0,0,0
2017,0,0,0,0
2018,0,0,0,0
2019,0.000062,0.000010,0.004574,0.000156
2020,0.000020,0,0.003128,0.000168
2021,0.000020,0,0.003128,0.000168
2022,0.000020,0,0.003128,0.000168
2023,0.000020,0,0.003128,0.000168
