"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.822742,2.299517,0.239019,0.010173,,-0.725967
1991,1.477635,2.194226,0.213145,0.009398,,-0.939134
1992,0.961215,1.765685,0.193124,0.008240,,-1.005834
1993,0.721988,1.696963,0.169974,0.005949,,-1.150897
1994,0.312874,1.501942,0.146955,0.003217,,-1.339240
1995,0.194536,1.465900,0.155846,0.002077,,-1.429287
1996,0.406249,1.448114,0.141253,0.001495,,-1.184613
1997,0.044834,1.346073,0.138459,0.001123,,-1.440821
1998,0.333834,1.340934,0.127462,0.000794,,-1.135356
1999,-0.012521,1.349028,0.147714,0.000866,,-1.510130
2000,0.088620,1.322576,0.161310,0.000971,,-1.396237
2001,0.006652,1.358527,0.161696,0.000942,,-1.514513
2002,0.109613,1.346652,0.163691,0.000881,,-1.401612
2003,0.217591,1.368038,0.173332,0.000910,,-1.324690
2004,-0.180433,1.366336,0.180639,0.000854,,-1.728263
2005,-0.103517,1.384847,0.180709,0.000826,,-1.669899
2006,-0.063216,1.434727,0.189813,0.000865,,-1.688621
2007,-0.104644,1.432654,0.193370,0.000792,,-1.731460
2008,-0.015590,1.470183,0.183700,0.000843,,-1.670316
2009,-0.168131,1.383565,0.163217,0.000686,,-1.715599
2010,-0.022607,1.455967,0.177355,0.000778,,-1.656707
2011,0.353816,1.503188,0.182811,0.000775,,-1.332958
2012,0.751984,1.512626,0.188519,0.000843,,-0.950004
2013,0.235009,1.449831,0.188792,0.000795,,-1.404409
2014,0.414216,1.447038,0.191359,0.000869,,-1.225050
2015,0.458505,1.445861,0.191181,0.000801,,-1.179338
2016,0.577129,1.443345,0.187614,0.000768,,-1.054599
2017,0.497242,1.470286,0.192110,0.000841,,-1.165994
2018,0.646989,1.514646,0.195083,0.000977,,-1.063717
2019,0.764182,1.509600,0.194920,0.000930,,-0.941268
2020,0.514971,1.432957,0.199241,0.001115,,-1.118341
2021,0.884043,1.468020,0.207016,0.000980,,-0.791972
2022,0.480993,1.480015,0.195462,0.000875,,-1.195360
2023,0.541707,1.534661,0.198770,0.000981,,-1.192704
2024,0.645797,1.590745,0.196608,0.001116,,-1.142672
