"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1965,1.158639,0,1297172.516700,126400607
1966,1.223581,0,1363329.337900,127293948
1967,1.279439,0,1426041.809600,128111727
1968,1.315396,0,1511601.105400,128822373
1969,1.369898,0,1555439.084500,129489455
1970,1.440773,0,1675205.814300,130093010
1971,1.528955,0,1757804.244500,130719659
1972,1.608655,0,1840407.093100,131456435
1973,1.676593,0,2005015.378200,132191634.000000
1974,1.740437,0,2114952.741100,132970443
1975,1.829452,0,2197555.589600,133841842
1976,1.899911,0,2334827.151200,134764462
1977,1.964534,0,2444764.514100,135712068
1978,2.032002,0,2554106.989800,136659133
1979,2.048855,0,2636709.838300,137510309
1980,2.129468,0,2681533.720600,138257420
1981,2.088923,0,2737844.133000,139002880
1982,2.128305,0,2816978.331600,139848005
1983,2.158492,0,2907117.469800,140854123
1984,2.177659,0,2947815.328100,141892552
1985,2.348536,34.398500,2980239.047400,142896392
1986,2.348928,35.008040,3105410.256200,144046482
1987,2.357920,36.153449,3145778.007400,145312019
1988,2.436936,36.785020,3192959.031500,146464378
1989,2.404826,36.920987,3285555.038300,147341508
1990,2.536248,36.273971,3186988.530400,148005704
1991,2.406756,35.779115,3026143.148900,148455402
1992,1.966505,34.439831,2586412.055500,148725601
1993,1.866729,32.108870,2362207.883000,148897270
1994,1.647665,29.298328,2065284.116400,148829113
1995,1.619727,27.727319,1979708.482400,148557451
1996,1.586822,26.687528,1908285.223200,148233411
1997,1.482245,25.239619,1934641.416600,147939972
1998,1.465253,25.192608,1831237.451400,147672728
1999,1.494179,25.511535,1947541.186500,147336388
2000,1.479142,25.970726,2143184.493200,146844839
2001,1.515647,26.381764,2252296.560400,146235530
2002,1.506788,26.274458,2359140.615000,145590136
2003,1.537018,26.814482,2531260.081200,144946723
2004,1.543957,27.050717,2712902.019200,144353636
2005,1.562577,27.014049,2885881.727300,143800049
2006,1.623002,28.212971,3121180.124700,143338669
2007,1.623781,28.362004,3387575.352700,143117693
2008,1.652065,28.492654,3565353.737400,143086549
2009,1.545034,27.079883,3286511.522400,143163643
2010,1.632783,28.131248,3434526.984200,143242599
2011,1.685910,29.089975,3580981.275400,143364543
2012,1.701268,29.262109,3725083.045300,143629362
2013,1.640437,28.917091,3790473.978300,143956866
2014,1.639959,29.007943,3818381.997600,144285070
2015,1.638675,28.549999,3743056.041100,144668389
2016,1.634885,29.109828,3750305.259800,145109157
2017,1.666121,29.288674,3818778.679100,145452536
2018,1.712494,30.355951,3925981.171500,145652293
2019,1.705031,30.132108,4005795.688200,145742286
2020,1.632929,29.084293,3897639.681300,145617329
2021,1.711993,30.007285,4080828.343900,145102755
2022,1.802190,31.075864,3732980.677800,144713314
2023,1.815925,31.291178,3647640.904500,144444359
