"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-756.196268,20.453605,0.549800,18.635259,18.939413,0,-8.001640,0
1991,-1012.481933,18.386054,-2.733697,18.632868,32.381432,23.054610,7.912970,0
1992,-1075.943703,17.059039,-14.459109,18.635775,31.955259,23.054610,18.245007,0
1993,-1216.261513,16.225597,-28.698640,18.632571,31.612360,23.054610,28.848047,0
1994,-1394.523172,15.526135,-37.460784,18.632681,28.595531,23.054610,30.326014,0
1995,-1482.368250,15.026523,-45.289530,18.635188,29.769342,23.054610,34.731287,0
1996,-1235.883574,24.088598,-51.156151,18.632549,27.928202,23.054610,35.195376,0
1997,-1475.467423,24.648011,-69.188589,18.632766,26.573053,23.054610,34.552463,0
1998,-1135.091859,26.260533,-97.608384,18.640217,26.494567,23.054610,31.081462,0
1999,-1490.741209,22.635173,-114.350810,18.634090,26.994969,23.054610,28.038661,0
2000,-1379.489016,18.977368,-106.283061,18.632445,26.837954,23.054610,28.237808,0
2001,-1491.654344,20.119350,-98.459235,5.554664,25.036617,23.054610,27.381568,0
2002,-1418.414825,23.758414,-106.997782,64.621219,25.197495,23.054610,24.619826,0
2003,-1215.531216,18.832013,-170.912758,6.466179,24.478557,23.054610,22.204606,0
2004,-1665.896870,20.999564,-129.154555,5.769241,24.397069,23.054610,20.068124,0
2005,-1580.986540,20.708447,-148.375061,6.134284,23.943056,23.054610,19.104930,0
2006,-1621.323856,25.288065,-136.760492,18.195214,23.981798,23.054610,15.942091,0
2007,-1670.072429,20.131928,-134.271897,17.914688,23.953429,23.054610,18.075735,0
2008,-1588.114883,14.431695,-130.284735,7.108358,22.416922,23.054610,23.040252,0
2009,-1658.544873,14.505132,-130.244190,13.274770,45.377389,29.659110,6.694776,0
2010,-1546.076733,16.264340,-146.520322,51.875285,-6.770646,0.278641,4.908602,0
2011,-1231.142517,42.469011,-137.186448,9.022012,7.652866,0.009320,5.940238,0
2012,-785.178352,1.993006,-140.798390,4.517211,14.814666,0.349881,6.510081,0
2013,-1337.825227,41.235966,-114.938217,4.718938,15.301499,4.259613,5.962100,0
2014,-1117.995237,-3.395133,-120.650388,11.187611,4.768606,24.258950,5.466858,0
2015,-1096.472775,1.435153,-118.038166,6.874546,48.535478,1.036721,3.178618,0
2016,-916.810255,5.781629,-127.657422,5.325870,9.008471,1.578720,1.479048,0
2017,-1026.974255,-8.006065,-120.320399,5.551627,8.795179,1.840898,-3.740180,0
2018,-914.187069,-9.849673,-120.496087,6.209207,10.164818,1.452252,-4.291635,0
2019,-868.034184,42.230305,-93.716426,6.308867,8.832208,1.632689,-4.001733,0
2020,-1010.141200,5.640591,-89.544295,5.622718,4.949649,1.715501,-9.301255,0
2021,-715.941803,4.478145,-55.613787,5.140810,18.420229,4.500080,-3.323563,0
2022,-1138.024997,20.501831,-82.852492,4.757357,18.447445,2.128756,-2.366988,0
2023,-1084.420945,-41.866601,-85.950758,4.704998,25.478495,15.116505,-5.680938,0
2024,-1126.561422,55.970815,-60.671522,4.769778,11.279365,2.460907,-3.311962,0
