"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.124258,2.103234,325310.221550,20594906
1991,0.133631,2.222242,352544.492640,20781750
1992,0.142432,2.361027,381841.681480,20982088
1993,0.154046,2.498087,407860.213440,21174682
1994,0.161564,2.651264,438461.578290,21357140
1995,0.170064,2.817074,466955.145090,21534495
1996,0.178059,2.933025,495797.290600,21709276
1997,0.190782,3.104110,525799.642180,21885328
1998,0.200546,3.285904,547908.608720,22049226
1999,0.208023,3.439095,584793.971370,22203781
2000,0.226934,3.675983,621719.991020,22332870
2001,0.231431,3.793485,613006.405980,22446257
2002,0.238567,3.945328,646607.627780,22566901
2003,0.249129,4.123561,673924.410540,22664125
2004,0.259367,4.295837,720773.198830,22745431
2005,0.266888,4.351506,759575.366120,22824931
2006,0.276552,4.467951,803407.404310,22914634
2007,0.280080,4.654204,858445.270700,23006924
2008,0.266975,4.481820,865305.211280,23086239
2009,0.253028,4.349864,851348.195740,23164361
2010,0.270718,4.660330,938572.546070,23224049
2011,0.276771,4.644559,973056.182560,23273076
2012,0.273282,4.605787,994672.726530,23345961
2013,0.274576,4.696951,1019376.555800,23416875
2014,0.276959,4.801995,1067483.316100,23472816
2015,0.276264,4.798622,1083130.150400,23529254
2016,0.280197,4.823130,1106580.924300,23586143
2017,0.285736,4.826764,1143223.983800,23632948
2018,0.284151,4.876384,1175083.005500,23659305
2019,0.274704,4.781325,1211086.962000,23674138
2020,0.272464,4.641000,1251768.050400,23663459
2021,0.283821,4.933242,1330404.442700,23558333
2022,0.273989,4.740543,1373595.802000,23420111
2023,0.267127,4.522957,1413203.923600,23317145
2024,0.262345,4.513850,1444367.426800,23213962
