"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.120335,2.236869,355166.622730,9960968
1991,0.123396,2.314367,361677.090480,9998961
1992,0.122519,2.309434,367213.118780,10045987
1993,0.121451,2.272258,363680.993930,10084931
1994,0.124833,2.390069,375416.876740,10116005
1995,0.125969,2.419631,384369.657950,10137265
1996,0.129503,2.569973,389448.913740,10156969
1997,0.124017,2.596543,404223.272630,10181464
1998,0.130256,2.647391,412153.357770,10203182
1999,0.124719,2.628508,426754.893530,10226682
2000,0.126776,2.676054,442616.005410,10251717
2001,0.126085,2.652692,447483.094030,10287004
2002,0.126883,2.640508,455121.114810,10332973
2003,0.128292,2.742088,459845.192130,10376260
2004,0.128812,2.752632,476267.203670,10421292
2005,0.125658,2.722024,487324.875990,10478886
2006,0.123900,2.729668,499763.112120,10548442
2007,0.120493,2.748489,518138.807410,10625493
2008,0.120204,2.792642,520454.518650,10709708
2009,0.107807,2.577057,509937.470020,10812935
2010,0.114563,2.753235,524543.572200,10936626
2011,0.105159,2.569362,533432.035060,11038631
2012,0.102486,2.465781,537375.257340,11107518
2013,0.102816,2.526909,539843.111510,11160276
2014,0.097081,2.343064,548364.714180,11210119
2015,0.101327,2.366736,559559.354830,11275335
2016,0.099816,2.554233,566647.217260,11332701
2017,0.099282,2.577753,575824.523900,11376581
2018,0.100256,2.571139,586442.149900,11428605
2019,0.099799,2.658130,598825.061330,11490618
2020,0.091255,2.390061,564807.404700,11540107
2021,0.094928,2.657824,600078.057110,11570844
2022,0.088915,2.500030,612563.803250,11641820
2023,0.084703,2.342008,620867.951690,11712893
2024,0.085456,2.318818,629441.837340,11738763
