"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,3.870108,62.762770,12143021.091811,418534484
1991,3.804398,62.652299,12252444.994281,419793488
1992,3.677507,61.511646,12348096.375091,421023012
1993,3.607869,61.031613,12272401.293533,422126899
1994,3.589193,60.840748,12602094.910310,423072238
1995,3.635528,62.403100,12953806.730891,423814630
1996,3.720306,64.350767,13215261.303611,424405436
1997,3.653909,64.006421,13554326.175754,424961247
1998,3.644298,64.592766,13956899.728682,425461504
1999,3.588962,64.318060,14355093.727160,425928523
2000,3.600212,64.824903,14915305.247698,426635023
2001,3.656921,66.016767,15252729.697564,427424679
2002,3.657653,65.632364,15444863.137236,428378358
2003,3.736442,66.815396,15613278.184053,429699049
2004,3.743810,67.769804,16045503.008824,431170333
2005,3.735485,67.815247,16379172.625067,432626658
2006,3.752487,68.244685,16978806.244650,434045248
2007,3.702452,67.436146,17544565.954582,435752832
2008,3.625926,67.173587,17698094.026782,437503177
2009,3.330551,63.137756,16941308.494453,438847033
2010,3.424056,65.715755,17295782.721569,439891789
2011,3.326834,63.782988,17608351.524860,440792792
2012,3.257576,63.095655,17483463.236638,441481826
2013,3.175110,62.651736,17483011.681175,441898478
2014,3.038410,60.448456,17770317.988749,442278024
2015,3.094754,61.279233,18194292.495902,442703803
2016,3.093282,61.910406,18574392.026117,443179776
2017,3.117226,62.856028,19124032.742633,443746850
2018,3.049868,62.661875,19550093.563849,444343192
2019,2.904708,61.620399,19938251.737109,445026986
2020,2.627392,56.983559,18754388.456346,445290452
2021,2.801144,60.093664,19768386.503743,445051168
2022,2.740078,57.719606,20335884.544245,447315889
2023,2.510622,56.238776,20843826.548593,448922216
