"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,52.170978,41.633795,3.912941,7.042529,2.248169,-2.666455
1991,49.852290,44.001239,3.564443,6.995272,2.127360,-6.836025
1992,51.746927,44.036965,3.374731,6.929569,2.109711,-4.704050
1993,48.565856,41.853065,3.135428,6.875601,2.034701,-5.332938
1994,50.898241,40.726233,3.314411,6.838649,1.944626,-1.925678
1995,49.567028,41.631035,3.317583,6.859528,1.929202,-4.170320
1996,46.856131,42.507179,3.225087,6.700503,1.899976,-7.476614
1997,48.970525,41.601595,3.193969,6.495267,1.860630,-4.180937
1998,51.097035,43.187152,3.243710,6.449545,1.818905,-3.602275
1999,53.107211,42.996281,3.343710,6.369426,1.784360,-1.386566
2000,57.771871,42.004598,3.656220,6.420676,1.762911,3.927467
2001,55.217841,43.433685,3.730792,6.443270,1.761665,-0.151571
2002,51.123766,41.848413,3.854614,6.349779,1.758135,-2.687176
2003,52.819969,43.049615,3.854105,6.235933,1.715743,-2.035426
2004,50.634008,43.386938,4.136624,6.215389,1.719228,-4.824171
2005,53.745992,43.837905,4.277180,6.343731,1.684233,-2.397058
2006,55.200990,43.460471,4.320882,6.330490,1.654847,-0.565699
2007,52.303706,41.422185,4.403825,6.426880,1.611789,-1.560973
2008,53.377746,42.818388,4.359168,6.494890,1.568640,-1.863340
2009,51.499994,41.713015,4.133882,6.394891,1.522680,-2.264474
2010,53.153019,43.086490,4.372643,6.421419,1.483387,-2.210919
2011,47.857596,39.025803,4.378268,6.365013,1.446627,-3.358115
2012,52.178517,40.420078,4.353767,6.421741,1.409107,-0.426177
2013,53.202467,41.367027,4.356950,6.307404,1.403985,-0.232900
2014,45.494947,37.328339,4.366639,6.416546,1.380054,-3.996632
2015,50.158710,37.011943,4.324120,6.311087,1.337968,1.173591
2016,46.135578,37.423874,4.284512,6.331877,1.299908,-3.204593
2017,46.622700,36.457756,4.408538,6.322199,1.255904,-1.821697
2018,48.020527,35.177341,4.281299,6.218022,1.224000,1.119865
2019,43.509921,35.071862,4.264623,6.119470,1.198981,-3.145014
2020,42.808999,32.652512,4.090461,6.113073,1.175733,-1.222780
2021,44.959788,34.145324,3.907223,6.146620,1.151608,-0.390988
2022,40.361855,31.226468,3.404538,6.035384,1.124944,-1.429480
2023,42.043692,30.425436,3.203976,6.001390,1.113692,1.299198
