"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,0.237255,0.237546,0.211939,0.208114,0.208115,0.208277,0.207050,0.222834,0.223735,0.223738,0.222660,0.216458,0.243648,0.244093,0.240217,0.240194,0.241765,0.234495,0.231672,0.232596,0.222220,0.222151,0.222238
1991,,0.236836,0.211278,0.206999,0.207001,0.207160,0.205917,0.220342,0.222397,0.222224,0.221264,0.216721,0.241134,0.241445,0.237492,0.237469,0.238922,0.232021,0.229286,0.230018,0.218915,0.218847,0.218917
1992,,0.230612,0.204992,0.201717,0.201718,0.201879,0.200561,0.214654,0.215822,0.215710,0.214858,0.212431,0.237925,0.238138,0.234205,0.234189,0.235607,0.229359,0.226668,0.227298,0.215671,0.215606,0.215660
1993,,0.229787,0.202089,0.194963,0.195055,0.195222,0.193900,0.207910,0.209345,0.209089,0.208427,0.207966,0.233593,0.233741,0.229883,0.229867,0.231234,0.225220,0.222592,0.223092,0.211166,0.211105,0.211146
1994,,0.222960,0.192391,0.190534,0.190536,0.190706,0.189430,0.203993,0.204941,0.204996,0.203970,0.205492,0.231529,0.231652,0.227882,0.227856,0.229197,0.222895,0.220219,0.220362,0.208327,0.208272,0.208310
1995,,0.223632,0.192729,0.189673,0.189676,0.189845,0.188559,0.202222,0.204094,0.204656,0.203294,0.205267,0.231210,0.231300,0.227534,0.227520,0.229173,0.223265,0.220674,0.220595,0.208632,0.208581,0.208618
1996,,0.220849,0.189248,0.187363,0.187049,0.187209,0.185916,0.198220,0.200209,0.200404,0.199775,0.203313,0.229639,0.229736,0.225829,0.225811,0.226733,0.221262,0.218785,0.218524,0.206793,0.206742,0.206784
1997,,0.213534,0.186124,0.183315,0.183317,0.183475,0.182176,0.193507,0.195278,0.195356,0.194677,0.199379,0.223919,0.224047,0.220138,0.220109,0.220779,0.215400,0.213090,0.212685,0.201396,0.201346,0.201394
1998,,0.211861,0.183221,0.180645,0.180665,0.180823,0.179519,0.190550,0.193579,0.193465,0.192599,0.197905,0.221091,0.221269,0.217404,0.217369,0.217936,0.212868,0.210721,0.210196,0.199588,0.199539,0.199596
1999,,0.211100,0.182656,0.178310,0.178274,0.178433,0.177117,0.189034,0.189782,0.190533,0.189751,0.193499,0.217034,0.217191,0.213552,0.213516,0.214489,0.209531,0.207432,0.206852,0.196908,0.196861,0.196920
2000,,0.208035,0.178185,0.175792,0.175886,0.176034,0.174708,0.186644,0.186711,0.187344,0.186490,0.189767,0.215696,0.215834,0.211478,0.211443,0.212265,0.207524,0.205644,0.204976,0.195644,0.195603,0.195660
2001,0.207357,0.207690,0.179068,0.176538,0.176452,0.176594,0.175259,0.187469,0.187445,0.188078,0.187180,0.189189,0.217295,0.217416,0.213003,0.212963,0.213909,0.208824,0.206965,0.206154,0.197409,0.197371,0.197423
2002,,0.202740,0.175385,0.173690,0.173511,0.173635,0.172294,0.184734,0.184976,0.185516,0.184633,0.186767,0.215936,0.216041,0.211270,0.211221,0.212126,0.207053,0.205141,0.204196,0.195976,0.195947,0.195996
2003,,,0.174701,0.171491,0.168573,0.168686,0.167338,0.179990,0.180533,0.180969,0.180141,0.182320,0.212829,0.212922,0.208055,0.208011,0.208918,0.204131,0.202009,0.200985,0.193253,0.193229,0.193357
2004,,,,0.169025,0.167835,0.167939,0.166583,0.179867,0.179621,0.180105,0.179321,0.180814,0.211548,0.211628,0.206720,0.206664,0.207545,0.203255,0.201448,0.200349,0.193058,0.193033,0.193172
2005,,,,,0.167535,0.168627,0.167420,0.181116,0.180169,0.180468,0.179621,0.180528,0.212223,0.212293,0.207341,0.207288,0.208151,0.204650,0.203092,0.201944,0.195021,0.195003,0.195139
2006,,,,,,0.168494,0.166909,0.180812,0.180633,0.180801,0.180095,0.180624,0.212780,0.212842,0.207826,0.207785,0.208810,0.205397,0.203624,0.202422,0.195786,0.195770,0.195894
2007,,,,,,,0.167203,0.180884,0.180524,0.180721,0.180007,0.180333,0.211962,0.212031,0.206984,0.206958,0.208097,0.204648,0.202864,0.201599,0.195197,0.195188,0.195305
2008,,,,,,,,0.185105,0.184492,0.184572,0.183098,0.182878,0.215107,0.215151,0.210024,0.209988,0.210920,0.207503,0.205867,0.204546,0.198356,0.198349,0.198470
2009,,,,,,,,,0.182140,0.181721,0.180409,0.179847,0.211765,0.211808,0.206305,0.206284,0.207236,0.203703,0.201769,0.200354,0.194315,0.194315,0.194451
2010,,,,,,,,,,0.181695,0.179414,0.179225,0.210942,0.211044,0.205166,0.205076,0.206171,0.202430,0.200763,0.199314,0.193480,0.193488,0.193605
2011,,,,,,,,,,,0.177827,0.176712,0.208330,0.208689,0.203024,0.203011,0.203966,0.200436,0.198693,0.197145,0.191320,0.191327,0.191424
2012,,,,,,,,,,,,0.175658,0.206677,0.207179,0.201894,0.201980,0.202831,0.199460,0.197849,0.196354,0.190587,0.190590,0.190665
2013,,,,,,,,,,,,,0.203881,0.204740,0.199411,0.199500,0.200269,0.196814,0.194976,0.193500,0.188227,0.188231,0.188286
2014,,,,,,,,,,,,,0.203883,0.204832,0.199307,0.199485,0.200145,0.196557,0.194608,0.193060,0.187853,0.187856,0.187911
2015,,,,,,,,,,,,,,0.203423,0.198226,0.198518,0.198964,0.195520,0.193526,0.191967,0.186731,0.186735,0.186776
2016,,,,,,,,,,,,,,,0.196297,0.196687,0.197208,0.193918,0.192174,0.190570,0.185219,0.185226,0.185225
2017,,,,,,,,,,,,,,,,0.194153,0.194739,0.191508,0.189864,0.188285,0.183145,0.183137,0.183118
2018,,,,,,,,,,,,,,,,,0.193599,0.190280,0.188465,0.187102,0.181715,0.181707,0.181670
2019,,,,,,,,,,,,,,,,,,0.186929,0.185321,0.183906,0.178496,0.178486,0.178442
2020,,,,,,,,,,,,,,,,,,,0.183501,0.181888,0.176518,0.176488,0.176478
2021,,,,,,,,,,,,,,,,,,,,0.182286,0.176848,0.176809,0.176745
2022,,,,,,,,,,,,,,,,,,,,,0.175356,0.175267,0.175093
2023,,,,,,,,,,,,,,,,,,,,,,0.173836,0.173665
2024,,,,,,,,,,,,,,,,,,,,,,,0.172525
