"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,,,
1962,,,,
1963,,,,
1964,,,,
1965,,,,
1966,,,,
1967,,,,
1968,,,,
1969,,,,
1970,,,,
1971,,,,
1972,,,,
1973,,,,
1974,,,,
1975,,,,
1976,,,,
1977,,,,
1978,,,,
1979,,,,
1980,,,,
1981,,,,
1982,,,,
1983,,,,
1984,,,,
1985,,,,
1986,,,,
1987,,,,
1988,,,,
1989,,,,
1990,,,,
1991,,,,
1992,,0.000047,,
1993,0,0.000903,0.000096,
1994,0,0.000010,0.000164,
1995,0,0.000010,0.000002,
1996,0,0.000010,0.000002,
1997,0,0.000010,0.000002,
1998,0,0.000010,0,
1999,0,0.000010,0,
2000,0,0.000010,0,
2001,0,0.000010,0,
2002,0,0.000010,0,
2003,0,0.000010,0,
2004,0,0.000010,0,
2005,0,0.000010,0,
2006,0,0.000010,0,
2007,0,0.000010,0,
2008,0,0.000010,0,
2009,0,0.000010,0,
2010,0,0.000010,0,
2011,0,0.000010,0,
2012,0,0.000010,0,
2013,0,0.000010,0,
2014,0,0.000010,0,
2015,0.000001,0,0,0.000492
2016,0.000034,0,0,0
2017,0.000060,0.000001,0,0
2018,0,0,0,0.000351
2019,0,0,0,0
2020,0,0,0,0
2021,0,0,0,0
2022,0,0,0,0
2023,0,0,0,0
