"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.025490,0.671166,89697.041697,3396979
1991,0.026170,0.684674,88270.548845,3480925
1992,0.028154,0.685805,89430.080870,3532244
1993,0.027746,0.706486,95209.082237,3573610
1994,0.027885,0.745695,100223.717140,3621030
1995,0.027989,0.773660,104543.768010,3674428
1996,0.029288,0.784756,108059.691990,3729378
1997,0.031261,0.784878,111402.781580,3776950
1998,0.029837,0.784881,112590.713910,3811371
1999,0.031443,0.791758,118525.509480,3835555
2000,0.032221,0.826406,121293.295290,3857574
2001,0.034356,0.818939,126062.066890,3891762
2002,0.034519,0.847053,132449.640520,3951119
2003,0.036220,0.821055,138466.389480,4022586
2004,0.035806,0.844848,142904.097880,4083910
2005,0.037401,0.823532,147577.932190,4135007.000000
2006,0.037304,0.828952,151295.090860,4181940.000000
2007,0.036383,0.826019,156906.936870,4223266
2008,0.037485,0.828378,154607.345540,4261824
2009,0.034594,0.826283,157665.623270,4304304
2010,0.034787,0.846480,159073.454250,4347770
2011,0.034241,0.849918,163280.715770,4382700
2012,0.035918,0.856263,167522.057650,4411676
2013,0.035219,0.862462,170895.982160,4453851
2014,0.035399,0.902430,177047.428840,4522983
2015,0.035805,0.907982,184868.798110,4614029
2016,0.034135,0.920464,191733.491740,4714770
2017,0.035661,0.935405,200083.101560,4812752
2018,0.035687,0.930404,208124.368430,4900847
2019,0.036711,0.948833,213523.620660,4989403
2020,0.034109,0.861490,212863.117000,5069895
2021,0.034597,0.849060,223554.512150,5107697
2022,0.031966,0.837755,229638.645650,5131734
2023,0.031560,0.863041,235711.916120,5172836
2024,0.032479,0.839248,240284.416940,5213944
