"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.045311,0.729549,235463.591080,9989524
1991,0.046879,0.757755,245749.127050,9969176
1992,0.050957,0.772739,248426.505670,9960340
1993,0.049469,0.792421,243350.463930,9972342
1994,0.050243,0.827727,245698.401770,9998487
1995,0.054503,0.881321,256221.124540,10031751
1996,0.051800,0.908499,265199.746520,10067649
1997,0.054669,0.922951,276870.836840,10110551
1998,0.059211,1.006173,290182.684370,10159525
1999,0.066878,1.026272,301518.895590,10214871
2000,0.065504,1.058503,313025.392570,10283204
2001,0.065187,1.075599,319109.580620,10354325
2002,0.069583,1.068809,321569.674090,10413044
2003,0.064482,1.098636,318577.400580,10454245
2004,0.067302,1.075505,324275.908180,10481381
2005,0.069640,1.073747,326811.252780,10502994
2006,0.064856,1.065148,332122.047030,10524120
2007,0.062380,1.070968,340446.950620,10546825
2008,0.060010,1.027817,341533.821460,10564081
2009,0.057147,1.037641,330870.862880,10576267
2010,0.052890,1.094777,336620.158880,10578660
2011,0.051784,1.043391,330910.527000,10557052
2012,0.049932,0.952080,317484.515220,10513150
2013,0.048146,1.042781,314555.261480,10458298
2014,0.047942,1.050385,317047.136750,10406199
2015,0.052233,1.042280,322728.769370,10370267
2016,0.050311,1.115520,329246.229630,10346372
2017,0.055165,1.086760,340790.738210,10330844
2018,0.051340,1.094723,350500.976030,10325353
2019,0.047583,1.055004,359904.076660,10343213
2020,0.041738,0.954892,329519.332010,10370519
2021,0.040300,0.959364,345603.863090,10390956
2022,0.040722,0.945287,359427.664520,10417073
2023,0.037622,0.957493,366975.142310,10430738
2024,0.035539,0.972872,375783.181300,10425292
