"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,,,,0.720073,0.720073,0.720073,0.733883,0.733537,0.724627,0.724627,0.724627,0.724627,0.717775,0.788171,0.744181,0.749751,0.698341,0.754095,0.833673,0.830814,0.826133,0.826133
1991,,,,0.681939,0.681939,0.681939,0.690874,0.691148,0.689743,0.689743,0.689743,0.689743,0.690325,0.754566,0.712588,0.716488,0.655490,0.715258,0.797464,0.789590,0.785018,0.785018
1992,,,,0.672926,0.672926,0.672926,0.673394,0.673516,0.673489,0.673489,0.673489,0.673489,0.651817,0.724064,0.667243,0.671243,0.604635,0.669222,0.745667,0.733518,0.729072,0.729072
1993,,,,0.641460,0.641460,0.641460,0.640768,0.640485,0.641569,0.641569,0.641569,0.641569,0.623325,0.685778,0.629927,0.634283,0.572365,0.636516,0.709518,0.699286,0.695075,0.695075
1994,,,,0.582683,0.582683,0.582683,0.581759,0.581234,0.586488,0.586488,0.586488,0.586488,0.573272,0.652127,0.598946,0.603368,0.542345,0.611149,0.682356,0.671732,0.667632,0.667632
1995,,,,0.558054,0.558054,0.558054,0.552994,0.551222,0.557379,0.557379,0.557379,0.557379,0.544443,0.621211,0.567819,0.572449,0.514637,0.579883,0.648018,0.638101,0.634146,0.634146
1996,,,,0.568456,0.568456,0.568456,0.563770,0.562129,0.565354,0.565354,0.565354,0.565354,0.546913,0.626107,0.564671,0.568738,0.512321,0.563566,0.628852,0.619957,0.615461,0.615461
1997,,,,0.571888,0.571888,0.571888,0.571744,0.571472,0.567537,0.567624,0.567624,0.567624,0.543131,0.630167,0.563510,0.567982,0.515414,0.562126,0.629327,0.621383,0.616150,0.616150
1998,,,,0.565442,0.565442,0.565442,0.567918,0.567810,0.565689,0.565689,0.565689,0.565689,0.541610,0.629004,0.561890,0.566411,0.515031,0.560784,0.629056,0.621049,0.615260,0.615260
1999,,,,0.548193,0.548193,0.548193,0.546774,0.546144,0.553689,0.553689,0.553689,0.553689,0.528498,0.615258,0.544589,0.549064,0.496990,0.544198,0.616142,0.606749,0.600585,0.600585
2000,,,,0.546624,0.546624,0.546624,0.543928,0.542919,0.543897,0.543897,0.543897,0.543897,0.516908,0.606486,0.535714,0.540285,0.491449,0.533844,0.608987,0.603739,0.597224,0.597224
2001,0.590099,,,0.538005,0.538005,0.538005,0.540423,0.540461,0.541301,0.541301,0.541301,0.541301,0.511961,0.602066,0.530557,0.535344,0.488867,0.528664,0.604199,0.599635,0.592916,0.592916
2002,,0.586300,,0.534976,0.534976,0.534976,0.538817,0.538683,0.537710,0.537710,0.537710,0.537710,0.508214,0.598842,0.525324,0.530305,0.485886,0.524822,0.600855,0.596747,0.589882,0.589882
2003,,,0.599775,0.577450,0.577450,0.577450,0.582797,0.582727,0.581461,0.581461,0.581461,0.581461,0.549385,0.609962,0.530378,0.534994,0.491659,0.522833,0.598495,0.595256,0.588178,0.588178
2004,,,,0.602147,0.602227,0.602227,0.614777,0.614662,0.608438,0.608438,0.608438,0.608438,0.573255,0.644179,0.560275,0.564959,0.523376,0.531253,0.608037,0.604671,0.597485,0.597485
2005,,,,,0.609788,0.609788,0.630920,0.630907,0.624595,0.624593,0.624593,0.624593,0.589082,0.634571,0.557555,0.552412,0.513085,0.547979,0.626048,0.624266,0.616661,0.616665
2006,,,,,,0.637473,0.663322,0.663284,0.657344,0.657341,0.657341,0.657341,0.618003,0.654887,0.575469,0.568863,0.530107,0.561331,0.640804,0.639826,0.633140,0.633143
2007,,,,,,,0.677689,0.682248,0.675070,0.675069,0.675069,0.675069,0.625872,0.677856,0.592806,0.577987,0.540271,0.572565,0.641876,0.642338,0.636644,0.636646
2008,,,,,,,,0.702807,0.691461,0.691461,0.691461,0.691461,0.649606,0.691175,0.635275,0.616239,0.578911,0.575157,0.650539,0.651231,0.646327,0.646329
2009,,,,,,,,,0.712796,0.712796,0.712796,0.712796,0.684721,0.688917,0.638273,0.618357,0.583152,0.574897,0.649546,0.651932,0.648262,0.648264
2010,,,,,,,,,,0.724852,0.724852,0.724852,0.684371,0.715522,0.655547,0.639260,0.606034,0.588663,0.666106,0.669106,0.666063,0.666066
2011,,,,,,,,,,,0.727427,0.736967,0.699979,0.706827,0.642440,0.635103,0.601628,0.590772,0.667080,0.670552,0.666010,0.666012
2012,,,,,,,,,,,,0.732883,0.698471,0.717069,0.654688,0.647512,0.614639,0.605363,0.678827,0.682997,0.677080,0.677082
2013,,,,,,,,,,,,,0.748974,0.741288,0.674853,0.663813,0.631087,0.621264,0.692891,0.696920,0.690170,0.690171
2014,,,,,,,,,,,,,0.743967,0.739412,0.678938,0.669603,0.634152,0.619814,0.690449,0.693369,0.685309,0.685308
2015,,,,,,,,,,,,,,0.762549,0.694747,0.676777,0.639949,0.616601,0.685829,0.688872,0.680021,0.680017
2016,,,,,,,,,,,,,,,0.681125,0.668827,0.631362,0.612059,0.681556,0.683570,0.674193,0.674187
2017,,,,,,,,,,,,,,,,0.675011,0.637262,0.618628,0.689044,0.691157,0.680850,0.680845
2018,,,,,,,,,,,,,,,,,0.643905,0.625105,0.697503,0.699228,0.688801,0.688794
2019,,,,,,,,,,,,,,,,,,0.629454,0.702533,0.701265,0.690806,0.690797
2020,,,,,,,,,,,,,,,,,,,0.689473,0.707124,0.695733,0.695742
2021,,,,,,,,,,,,,,,,,,,,0.715038,0.707368,0.707385
2022,,,,,,,,,,,,,,,,,,,,,0.708466,0.708316
2023,,,,,,,,,,,,,,,,,,,,,,0.721092
