"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1965,0.960102,10.689456,1417953.274500,76037469
1966,0.951422,10.717204,1458473.955300,76618716
1967,0.936229,10.689953,1443756.203700,77173553
1968,0.984791,11.413486,1527080.230000,77646126
1969,1.052001,12.311201,1658544.543100,78012485
1970,1.026022,12.999659,1750894.484000,78294583
1971,1.037237,13.116805,1805744.751200,78511398
1972,1.041481,13.572801,1883397.938800,78643556
1973,1.085738,14.354475,1973377.028700,78667466
1974,1.062727,14.104899,1990941.440600,78620534
1975,1.002447,13.552445,1973685.176000,78513511
1976,1.090840,14.460856,2071367.955500,78364216
1977,1.052609,14.425886,2140701.158800,78221272
1978,1.079133,14.947837,2205104.001000,78071549
1979,1.117888,15.778471,2296623.828700,77915727
1980,1.100066,15.261237,2328979.322900,77786703
1981,1.048523,14.786040,2341305.226300,77684489
1982,1.015734,14.264967,2332060.798700,77610430
1983,1.011605,14.466641,2368730.359300,77566064
1984,1.033245,15.001168,2435598.381400,77568572
1985,1.044118,15.445184,2492297.533900,77638808
1986,1.047472,15.316834,2549304.834900,77803357
1987,1.032443,15.448241,2585049.952300,78090895
1988,1.029024,15.500756,2680883.846500,78477530
1989,1.008792,15.336683,2785345.872400,78916438
1990,1.054796,15.093509,2931715.967400,79370196
1991,1.016929,14.726314,3081475.685600,79801988
1992,0.969464,14.433615,3140734.822500,80205030
1993,0.959386,14.369495,3110054.559200,80573488
1994,0.943228,14.235019,3184443.708000,80882126
1995,0.939934,14.309262,3233616.183600,81123262
1996,0.959690,14.781045,3259673.403200,81300865
1997,0.931508,14.591474,3318091.992500,81436087
1998,0.923499,14.470674,3384916.135300,81524383
1999,0.895442,14.268817,3448798.343400,81556965
2000,0.898976,14.357445,3549244.696800,81551677
2001,0.915255,14.626077,3608924.128100,81514568
2002,0.898834,14.442203,3601779.401500,81443427
2003,0.894501,14.437696,3576562.743400,81346810
2004,0.876570,14.435616,3618590.507400,81266673
2005,0.867881,14.265487,3645067.993900,81212168
2006,0.886434,14.624594,3784179.895900,81177817
2007,0.846116,14.016324,3896814.312700,81183830
2008,0.856607,14.164799,3934219.020600,81217482
2009,0.789951,13.291842,3710211.029000,81260615
2010,0.826680,13.849745,3865293.490600,81325090
2011,0.804514,13.358105,4017013.707900,81423378
2012,0.814090,13.542898,4033824.813800,81545565
2013,0.831743,13.926662,4051476.479800,81680591
2014,0.792579,13.357673,4140995.613000,81858825
2015,0.800844,13.611095,4202776.431500,82073226
2016,0.798014,13.829225,4296498.340200,82331423
2017,0.784594,13.997280,4411654.426100,82624374
2018,0.760046,13.635657,4459566.074700,82896696
2019,0.709827,13.301423,4506637.161900,83148141
2020,0.648357,12.397976,4300701.117000,83328988
2021,0.678777,12.760492,4425103.302800,83408554
2022,0.671472,12.286801,4518074.456800,83369843
2023,0.596151,11.410379,4641024.422100,83294633
