"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,1.001692,0.431083,0.184425,0.164457,0.209594,0.012132,,
1991,0.965800,0.417239,0.162765,0.167462,0.209681,0.008652,,
1992,0.919935,0.395546,0.151476,0.173314,0.193034,0.006565,,
1993,0.909403,0.384453,0.140491,0.177705,0.201502,0.005252,,
1994,0.890104,0.381962,0.138525,0.173697,0.191089,0.004831,,
1995,0.887313,0.370192,0.141976,0.177469,0.193653,0.004023,,
1996,0.908823,0.377050,0.132651,0.177213,0.218763,0.003146,,
1997,0.877647,0.355969,0.136618,0.177560,0.204461,0.003039,,
1998,0.870642,0.358862,0.132095,0.180847,0.195790,0.003049,,
1999,0.844594,0.346765,0.129586,0.185974,0.179666,0.002602,,
2000,0.843057,0.359791,0.125901,0.182018,0.173016,0.002332,,
2001,0.865337,0.372369,0.118885,0.178204,0.193968,0.001911,,
2002,0.850392,0.373796,0.118220,0.175805,0.180624,0.001947,,
2003,0.848295,0.392024,0.114915,0.168966,0.170365,0.002025,,
2004,0.832162,0.389759,0.113150,0.168886,0.158630,0.001737,,
2005,0.817495,0.382841,0.113526,0.162201,0.157157,0.001770,,
2006,0.835189,0.385172,0.117781,0.163575,0.167050,0.001611,,
2007,0.795525,0.389766,0.122755,0.153455,0.128214,0.001336,,
2008,0.804132,0.372496,0.123443,0.153104,0.153729,0.001360,,
2009,0.751219,0.348469,0.105777,0.152625,0.142963,0.001386,,
2010,0.787138,0.359477,0.121878,0.153102,0.151337,0.001343,,
2011,0.761628,0.355225,0.118457,0.154804,0.131900,0.001242,,
2012,0.773833,0.366477,0.116497,0.153339,0.136488,0.001031,,
2013,0.793780,0.371692,0.116508,0.157522,0.146987,0.001070,,
2014,0.753333,0.351986,0.115352,0.158848,0.126144,0.001003,,
2015,0.759012,0.340787,0.122999,0.162338,0.131887,0.001001,,
2016,0.759173,0.336701,0.125120,0.164953,0.131362,0.001038,,
2017,0.743557,0.317361,0.127023,0.168548,0.129769,0.000856,,
2018,0.715392,0.303704,0.122498,0.163984,0.124442,0.000764,,
2019,0.668990,0.253259,0.119944,0.164832,0.130032,0.000922,,
2020,0.608626,0.215224,0.117394,0.146673,0.128543,0.000792,,
2021,0.639671,0.242930,0.123245,0.147660,0.124850,0.000986,,
2022,0.634082,0.252953,0.112800,0.149416,0.118048,0.000865,,
2023,0.558312,0.200289,0.102697,0.145427,0.109037,0.000862,,
2024,0.539654,0.185374,0.101878,0.144866,0.106936,0.000600,,
