"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.230174,3.847516,1071791.823800,38889889
1991,0.240009,3.983467,1099079.650500,38997063
1992,0.248412,4.172861,1109292.467400,39202251
1993,0.239809,4.037405,1097850.207000,39420546
1994,0.252047,4.228890,1124014.121700,39623725
1995,0.265779,4.389876,1155008.744400,39814573
1996,0.253237,4.559646,1185738.034400,39996473
1997,0.265567,4.743338,1229640.936500,40180050
1998,0.274318,4.959158,1283659.523200,40362357
1999,0.297773,5.190024,1341302.141600,40542232
2000,0.310072,5.491253,1411666.781500,40741651
2001,0.311809,5.713481,1467186.914200,40966450
2002,0.331950,5.812653,1507256.114700,41477655
2003,0.336333,6.101212,1552200.907300,42230270
2004,0.353011,6.280054,1600672.962700,42959666
2005,0.368339,6.373188,1659130.062800,43685374
2006,0.359654,6.419040,1727199.640900,44422831
2007,0.367401,6.582269,1789459.798400,45245782
2008,0.335889,6.388539,1805334.905700,45966538
2009,0.296501,5.947556,1737395.966200,46367772
2010,0.282938,6.092451,1740228.098400,46572772
2011,0.283801,5.980881,1726056.143900,46729232
2012,0.278061,5.931040,1674974.524400,46756082
2013,0.251942,5.682710,1650932.037200,46603459
2014,0.254181,5.595188,1673779.415900,46464551
2015,0.270740,5.663320,1737971.747100,46431342
2016,0.259625,5.698488,1790654.906900,46473315
2017,0.273580,5.767353,1843902.558700,46584170
2018,0.268590,5.863217,1886105.536700,46792043
2019,0.250596,5.701936,1925434.447800,47131372
2020,0.211843,5.122656,1717046.863700,47363807
2021,0.229069,5.508970,1805122.011500,47486935
2022,0.234657,5.727711,1892365.951800,47558630
2023,0.221616,5.662307,1955099.398000,47519628
