"Year","BLUE","H&C2023","OSCAR","LUCE"
1850,0.091234,0,-0.013630,0.058074
1851,-0.015609,0,-0.013960,0.040524
1852,-0.104131,0,-0.015645,0.027700
1853,-0.180452,0,-0.017441,0.017734
1854,-0.247870,0,-0.019163,0.008684
1855,-0.308362,0,-0.020775,0.000440
1856,-0.363176,0,-0.022277,-0.006998
1857,-0.413116,0,-0.023669,-0.013740
1858,-0.458769,0,-0.024988,-0.019859
1859,-0.500612,0,-0.026161,-0.025428
1860,-0.317815,0,-0.028213,0.021618
1861,-0.202656,0,-0.029788,0.052139
1862,-0.120436,0,-0.029715,0.072217
1863,-0.057085,0,-0.029459,0.080535
1864,-0.005496,0,-0.029165,0.088009
1865,0.037996,0,-0.028946,0.096620
1866,0.075625,0,-0.028762,0.104314
1867,0.108638,0,-0.028652,0.111202
1868,0.137803,0,-0.028652,0.117358
1869,0.163671,0,-0.028652,0.122854
1870,0.215260,0,-0.028836,0.154438
1871,0.251827,0,-0.029056,0.171365
1872,0.280406,0,-0.029202,0.182540
1873,0.303819,0,-0.029385,0.187267
1874,0.323495,0,-0.029605,0.190894
1875,0.340239,0,-0.029862,0.192507
1876,0.354602,0,-0.030155,0.193972
1877,0.366876,0,-0.030484,0.195328
1878,0.377282,0,-0.030851,0.196574
1879,0.386039,0,-0.031254,0.197746
1880,0.822824,0,-0.033086,0.317412
1881,1.069009,0,-0.035064,0.381532
1882,1.230884,0,-0.035468,0.421250
1883,1.347583,0,-0.035651,0.433195
1884,1.437424,-0.000037,-0.035834,0.443894
1885,1.509788,-0.000037,-0.036164,0.453164
1886,1.569951,-0.000037,-0.036640,0.461481
1887,1.620770,-0.000147,-0.037190,0.468955
1888,1.664006,-0.000330,-0.037922,0.475624
1889,1.700719,-0.000660,-0.038728,0.481633
1890,1.595012,-0.001026,-0.039205,0.471484
1891,1.546025,-0.001356,-0.039644,0.466940
1892,1.518948,-0.001759,-0.040634,0.465108
1893,1.501580,-0.002308,-0.041843,0.466427
1894,1.488500,-0.002968,-0.043125,0.467636
1895,1.477032,-0.003517,-0.044481,0.466940
1896,1.465893,0.033929,-0.045947,0.466427
1897,1.454315,0.097756,-0.047522,0.466024
1898,1.442114,0.182247,-0.049171,0.465731
1899,1.429107,0.292460,-0.050930,0.465511
1900,1.399685,0.434221,-0.052175,0.497351
1901,1.372131,0.619106,-0.053055,0.511861
1902,1.346483,0.848766,-0.049940,0.519922
