"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,2.415979,2.421900,0.005141,0.000168,0.000370,-0.011600
1991,2.256080,2.266125,0.005363,0.000168,0.000370,-0.015946
1992,2.283088,2.288287,0.004954,0.000168,0.000370,-0.010691
1993,2.875240,2.880244,0.004990,0.000168,0.000370,-0.010532
1994,2.648100,2.652723,0.005271,0.000167,0.000370,-0.010432
1995,2.442831,2.446554,0.005223,0.000167,0.000370,-0.009483
1996,2.524628,2.528595,0.005002,0.000167,0.000370,-0.009505
1997,2.546972,2.550683,0.005213,0.000167,0.000370,-0.009461
1998,2.516273,2.519990,0.004614,0.000167,0.000345,-0.008844
1999,2.563645,2.568722,0.003809,0.000166,0.000345,-0.009398
2000,2.459003,2.464150,0.003675,0.000166,0.000345,-0.009334
2001,2.730873,2.732367,0.003865,0.000166,0.000345,-0.005870
2002,2.756957,2.743128,0.003777,0.000176,0.000345,0.009531
2003,2.970784,2.956867,0.003652,0.000186,0.000345,0.009733
2004,2.847983,2.845273,0.003514,0.000181,0.000316,-0.001301
2005,2.649233,2.645829,0.003666,0.000176,0.000316,-0.000754
2006,2.651072,2.650816,0.004220,0.000177,0.000316,-0.004456
2007,2.724781,2.724110,0.003375,0.000178,0.000316,-0.003196
2008,2.735770,2.717322,0.003614,0.000165,0.000352,0.014317
2009,2.575924,2.556429,0.003957,0.000079,0.000478,0.014981
2010,2.634978,2.615125,0.003612,0.000079,0.000522,0.015640
2011,2.610017,2.603427,0.004081,0.000025,0.000687,0.001797
2012,2.750969,2.743201,0.005244,0.000025,0.000615,0.001885
2013,2.431576,2.417989,0.011198,0.000066,0.000461,0.001863
2014,2.418282,2.405653,0.011023,0.000066,0.000644,0.000896
2015,1.698543,1.687282,0.009615,0.000050,0.000571,0.001025
2016,1.376737,1.367848,0.007507,0.000050,0.000524,0.000809
2017,1.541229,1.531838,0.004860,0.000071,0.000508,0.003952
2018,1.550598,1.541770,0.005378,0.000071,0.000555,0.002824
2019,1.698475,1.643884,0.004758,0.000091,0.000554,0.049188
2020,1.652238,1.595783,0.004461,0.000091,0.000645,0.051258
2021,1.613408,1.606206,0.004765,0.000088,0.000438,0.001912
2022,1.776167,1.768296,0.005699,0.000088,0.000249,0.001835
2023,1.769843,1.761753,0.006058,0.000077,0.000243,0.001712
2024,1.736456,1.724857,0.006717,0.000077,0.000160,0.004646
