"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.035738,0.705836,54171.407134,3695012
1991,0.037820,0.743610,50961.725413,3701407
1992,0.021168,0.472877,43636.901829,3697544
1993,0.016320,0.372298,38660.550518,3680197
1994,0.015767,0.320764,39511.951406,3654891
1995,0.015057,0.357729,38688.351363,3627038
1996,0.015740,0.389884,40684.075576,3599711
1997,0.015163,0.361565,44065.296550,3573409
1998,0.015997,0.388224,47359.514028,3547771
1999,0.013450,0.317428,46818.871662,3522901
2000,0.011843,0.282595,48549.073663,3500402
2001,0.012594,0.325254,51717.438006,3473004
2002,0.012666,0.352715,55209.097957,3444050
2003,0.012659,0.368029,61042.465935,3415278
2004,0.013254,0.372120,65052.645900,3376699
2005,0.013863,0.339618,70082.756329,3322263
2006,0.014195,0.322937,75278.774675,3269808
2007,0.015474,0.356730,83640.351844,3231374
2008,0.014919,0.352175,85827.065188,3198481
2009,0.012829,0.324098,73091.521393,3163254
2010,0.013802,0.238313,74298.436806,3097720
2011,0.013960,0.247309,78785.328283,3028642
2012,0.014054,0.247074,81813.729823,2988329
2013,0.013148,0.228296,84718.174492,2958360
2014,0.012846,0.220336,87714.667839,2933168
2015,0.013045,0.230804,89490.524862,2905764
2016,0.013102,0.236615,91744.635462,2869110
2017,0.013277,0.248941,95673.688619,2829313
2018,0.013414,0.255490,99494.235779,2802478
2019,0.013647,0.254150,104044.874530,2795058
2020,0.013500,0.253060,103907.086600,2795765
2021,0.013778,0.252538,109106.081090,2794488
2022,0.012895,0.234237,111115.330530,2816919
2023,0.012507,0.246856,113994.935040,2854099
2024,0.012542,0.264117,117567.466870,2859110
