"Year","Living biomass (net)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
1990,-46.704235,-0.038779,-3.259744,-4.812468,
1991,-44.703089,-1.868488,-3.374942,-4.804781,
1992,-44.851475,-2.073375,-3.490915,-4.802254,
1993,-49.682739,-1.222320,-3.577124,-4.799221,
1994,-49.755125,-1.431775,-3.677581,-4.795895,
1995,-51.442475,-1.252395,-3.785273,-4.790820,
1996,-57.541885,-0.136568,-3.823111,-4.788354,
1997,-56.675993,-0.624663,-3.859710,-4.785146,
1998,-57.730322,-0.645839,-3.877922,-4.784205,
1999,5.367933,-66.305071,-3.886198,-4.784098,
2000,-47.242101,2.760942,-3.914942,-4.781311,
2001,-58.512492,4.811560,-3.850157,-4.762266,
2002,-68.249781,6.192355,-3.777244,-4.745979,
2003,-72.581820,6.341456,-3.714662,-4.729783,
2004,-72.490243,5.491015,-3.636488,-4.709301,
2005,-72.862922,4.802598,-3.549879,-4.683761,
2006,-74.061904,4.343628,-3.482526,-4.647113,
2007,-74.904793,4.391368,-3.507297,-4.599884,
2008,-77.046657,4.584464,-3.538163,-4.549151,
2009,-50.883119,-14.888349,-3.536490,-4.443662,
2010,-69.346028,3.861769,-3.536755,-4.317687,
2011,-69.420582,4.143498,-3.562804,-4.415347,
2012,-72.647181,4.754864,-3.590185,-4.508728,
2013,-75.320549,3.948761,-3.577045,-4.586055,
2014,-68.269981,5.222040,-3.566672,-4.612136,
2015,-64.976873,4.350889,-3.555570,-4.637979,
2016,-55.539050,1.887111,-3.553536,-4.656040,
2017,-44.501981,-4.337019,-3.551622,-4.667459,
2018,-42.019866,-9.350473,-3.552435,-4.679882,
2019,-42.218820,-15.477268,-3.538431,-4.690218,
2020,-41.329584,-19.510898,-3.525189,-4.700238,
2021,-29.376944,-23.679283,-3.516704,-4.703500,
2022,-29.990821,-24.253752,-3.555693,-4.706903,
2023,-30.980055,-24.184720,-3.515808,-4.722735,
2024,-31.507982,-24.910504,-3.507623,-4.750418,
