"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,522.581220,371.801068,75.187526,82.750877,18.719530,-25.877781
1991,546.918151,398.540916,74.406147,81.729041,19.529038,-27.286992
1992,535.854904,390.407148,71.696456,80.878716,20.339342,-27.466757
1993,511.133790,372.077622,69.199154,79.613579,21.143753,-30.900318
1994,504.832270,363.763755,69.486352,78.955952,21.535183,-28.908973
1995,508.295516,370.182948,68.929282,79.500452,21.827595,-32.144762
1996,520.126900,386.805979,69.912793,80.033439,21.898293,-38.523604
1997,510.627518,377.633509,71.369125,80.045282,21.936829,-40.357228
1998,521.493762,396.040209,66.476063,79.931752,22.457143,-43.411406
1999,511.907585,393.601616,63.202512,80.282401,22.682494,-47.861437
2000,519.461209,386.264910,62.608204,82.526877,23.113814,-35.052596
2001,512.988089,392.619505,61.580665,82.231543,23.404093,-46.847717
2002,501.470819,386.822350,62.525033,80.789236,23.656478,-52.322278
2003,499.728136,394.421940,62.272304,77.477474,23.802185,-58.245767
2004,498.113000,393.570944,62.342896,78.047046,23.662040,-59.509926
2005,498.592770,395.600936,62.425978,77.587123,23.523824,-60.545091
2006,488.135376,384.086080,63.953962,76.951806,23.493330,-60.349802
2007,482.498627,372.755497,65.192927,77.631810,23.407718,-56.489325
2008,478.828306,370.373787,60.848585,79.279626,23.531115,-55.204807
2009,469.298806,361.258302,50.757657,78.142335,23.003950,-43.863438
2010,471.383366,364.275989,54.170840,75.972130,23.222101,-46.257694
2011,446.305333,340.905439,53.978776,75.646537,22.274836,-46.500255
2012,444.855642,346.324247,51.921142,75.422828,21.868760,-50.681335
2013,439.819803,346.921316,53.897778,74.556200,20.059594,-55.615085
2014,416.052711,314.459414,53.564129,76.228494,19.313829,-47.513155
2015,422.401926,320.654573,52.119409,76.032941,18.322274,-44.727270
2016,432.085933,325.056942,52.230152,75.033785,18.399817,-38.634762
2017,441.236541,326.150872,53.671598,74.808690,18.455460,-31.850079
2018,406.036401,310.962616,51.106146,73.698962,18.213396,-47.944718
2019,403.078058,305.014948,47.873122,72.630974,19.420431,-41.861416
2020,356.249300,272.207515,41.774726,71.393861,19.152169,-48.278971
2021,388.683302,294.623995,44.113076,70.820559,18.848219,-39.722546
2022,373.593256,284.873608,40.249075,68.356346,18.835824,-38.721598
2023,346.149280,262.679698,35.837632,67.650086,18.649211,-38.667347
2024,330.586553,252.115702,33.586860,67.065739,18.342885,-40.524632
