"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
2000,40.627012,4.266407,11.882560,6.865920,17.612126,,,
2001,39.804234,3.774036,10.942144,7.149224,17.938830,,,
2002,41.560607,4.379743,11.749055,7.388281,18.043528,,,
2003,41.399324,4.303222,11.779589,7.989714,17.326800,,,
2004,45.334289,6.388687,12.400413,8.100741,18.444448,,,
2005,46.372399,7.623625,12.287907,8.764814,17.696047,0.000006,,
2006,44.153759,7.687087,10.234053,9.459447,16.773167,0.000005,,
2007,44.796625,8.911476,8.017277,10.804800,17.063071,0.000002,,
2008,50.134717,11.185694,11.033671,12.080334,15.835018,,,
2009,53.866867,11.805988,10.961987,13.203471,17.895420,,,
2010,58.150985,14.440982,11.889663,14.584125,17.236216,,,
2011,59.663798,14.989070,13.134853,15.480745,16.059130,,,
2012,60.991964,15.332631,12.593126,16.512234,16.553973,,,
2013,59.931289,13.846529,12.542683,17.504629,16.037448,,,
2014,62.435932,16.187777,12.857026,17.687871,15.703258,,,
2015,66.048610,15.516489,12.831075,19.631225,18.069821,,,
2016,66.234859,16.945457,12.305722,21.512159,15.471521,,,
2017,65.184325,14.155570,11.779194,24.246221,15.003340,,,
2018,65.679712,13.039849,12.049336,25.215392,15.375136,,,
2019,69.411287,14.430913,12.998717,26.367222,15.614436,,,
2020,59.740678,12.218358,10.480514,20.761490,16.280317,,,
2021,71.027547,14.013784,11.561810,27.058059,18.393895,,,
