"Year","China","USA","India","EU27","Russia","Japan"
1890,0,0.109647,0.001210,0.131454,0.004525,0.001844
1891,0,0.116655,0.001303,0.136826,0.004982,0.002217
1892,0,0.122939,0.001432,0.134722,0.005274,0.002204
1893,0,0.123934,0.001513,0.136987,0.006181,0.002340
1894,0,0.116007,0.001533,0.143889,0.006296,0.003009
1895,0,0.130990,0.001920,0.148283,0.007234,0.003337
1896,0,0.131245,0.002076,0.157013,0.007364,0.003525
1897,0,0.136541,0.002253,0.166093,0.008515,0.003696
1898,0,0.148832,0.002490,0.173443,0.009549,0.004707
1899,0,0.170724,0.002744,0.182681,0.011078,0.004714
1900,0,0.180878,0.003256,0.194364,0.012549,0.005298
1901,0,0.196923,0.003597,0.193686,0.012884,0.006352
1902,0,0.208651,0.003962,0.190080,0.012444,0.006808
1903,0,0.244107,0.004040,0.202806,0.012172,0.007038
1904,0,0.240736,0.004520,0.206649,0.013543,0.007929
1905,0,0.269236,0.004621,0.217186,0.012089,0.008169
1906,0,0.282607,0.005336,0.221712,0.013788,0.008967
1907,0.005430,0.328565,0.005942,0.253138,0.015444,0.009572
1908,0.006205,0.287340,0.006798,0.262562,0.015539,0.010271
1909,0.006619,0.318151,0.006589,0.260647,0.016403,0.010441
1910,0.006826,0.347048,0.006410,0.265518,0.016087,0.010749
1911,0.006722,0.343523,0.006764,0.270935,0.016678,0.012066
1912,0.004648,0.366694,0.007784,0.290499,0.018893,0.013450
1913,0.006619,0.393707,0.008588,0.312822,0.020524,0.014824
1914,0.007292,0.359711,0.008651,0.267731,0.018523,0.015834
1915,0.006938,0.373280,0.009045,0.245639,0.017002,0.014422
1916,0.008223,0.414569,0.009148,0.258212,0.018121,0.015993
1917,0.008740,0.456051,0.009558,0.256088,0.016677,0.018418
1918,0.009484,0.476997,0.010742,0.241112,0.006651,0.019526
1919,0.010370,0.403701,0.011729,0.187486,0.005681,0.021614
1920,0.010993,0.474412,0.009516,0.235109,0.005180,0.020273
1921,0.010579,0.388556,0.010236,0.244032,0.005618,0.018234
1922,0.010909,0.391855,0.010072,0.250573,0.006851,0.019495
1923,0.012696,0.517668,0.010364,0.224727,0.007568,0.020717
1924,0.013331,0.463515,0.011088,0.272978,0.009017,0.021656
1925,0.012542,0.479854,0.010940,0.276130,0.008900,0.022383
1926,0.011916,0.520210,0.010901,0.266903,0.012895,0.022545
1927,0.012502,0.508417,0.011431,0.300046,0.016032,0.024422
1928,0.012989,0.499718,0.010937,0.307092,0.017810,0.025216
1929,0.013177,0.535891,0.011383,0.337263,0.019180,0.025895
1930,0.013526,0.476233,0.011572,0.306598,0.026074,0.023517
1931,0.014166,0.405284,0.010603,0.276129,0.031324,0.021262
1932,0.013720,0.343290,0.009861,0.244043,0.035293,0.021283
1933,0.014768,0.368143,0.009680,0.251594,0.039444,0.024930
1934,0.017026,0.391987,0.010811,0.271154,0.047712,0.027621
1935,0.019827,0.407293,0.011297,0.283845,0.054007,0.029035
1936,0.020600,0.467634,0.011104,0.295816,0.061929,0.031891
1937,0.019369,0.489249,0.012300,0.332941,0.063325,0.034233
1938,0.016748,0.413687,0.013750,0.336339,0.066837,0.035954
1939,0.020313,0.456037,0.013459,0.346357,0.067657,0.034865
1940,0.024779,0.511732,0.014277,0.360372,0.081111,0.041824
1941,0.031108,0.557747,0.014624,0.355176,0.071258,0.042196
1942,0.034829,0.599963,0.014610,0.360442,0.038740,0.040336
1943,0.029747,0.620103,0.012730,0.363445,0.040431,0.041113
1944,0.028112,0.667277,0.013017,0.311594,0.058633,0.037864
1945,0.015254,0.643982,0.014431,0.134531,0.062075,0.020916
1946,0.009855,0.616128,0.014254,0.231356,0.069761,0.014385
1947,0.011418,0.678454,0.014514,0.270412,0.084003,0.019114
1948,0.010480,0.704847,0.014521,0.298976,0.089388,0.024040
1949,0.016944,0.590847,0.015335,0.330568,0.101611,0.026861
1950,0.021516,0.693637,0.016676,0.348721,0.113262,0.027986
1951,0.027870,0.714714,0.017473,0.390203,0.122750,0.033695
1952,0.034934,0.696294,0.018402,0.405773,0.131447,0.035591
1953,0.036513,0.713147,0.018751,0.413465,0.139063,0.039784
1954,0.043908,0.679438,0.019764,0.439763,0.151878,0.038901
1955,0.051998,0.744681,0.021503,0.475786,0.172215,0.038721
1956,0.058904,0.780566,0.022286,0.509552,0.188817,0.043842
1957,0.069810,0.773955,0.025010,0.525728,0.206625,0.051328
1958,0.143182,0.749756,0.026151,0.521501,0.220549,0.049443
1959,0.196548,0.772905,0.027688,0.529611,0.231877,0.052571
1960,0.218013,0.790752,0.030383,0.572972,0.241418,0.063455
1961,0.155740,0.787902,0.032861,0.600160,0.248969,0.077180
1962,0.125442,0.817113,0.036185,0.642437,0.261307,0.079930
1963,0.124667,0.853299,0.038877,0.685641,0.280241,0.088656
1964,0.125720,0.890915,0.038070,0.721452,0.298044,0.097951
1965,0.136541,0.927824,0.041949,0.730407,0.316170,0.105478
1966,0.149962,0.974733,0.043497,0.752655,0.333891,0.114423
1967,0.125608,1.011316,0.043547,0.769469,0.349134,0.133545
1968,0.135237,1.048286,0.047508,0.816751,0.358945,0.153360
1969,0.165852,1.101295,0.048421,0.870966,0.373818,0.178279
1970,0.220511,1.184412,0.049597,0.909029,0.393158,0.209597
1971,0.248147,1.191448,0.052392,0.934648,0.417221,0.217397
1972,0.264368,1.248094,0.055414,0.970186,0.438970,0.232579
1973,0.275189,1.305978,0.057067,1.017446,0.457509,0.249527
1974,0.280595,1.261217,0.058912,1.012194,0.474930,0.249538
1975,0.322930,1.222237,0.063922,0.992355,0.499221,0.237039
1976,0.334722,1.295802,0.066798,1.067607,0.518447,0.247583
1977,0.365947,1.334516,0.070677,1.057088,0.536082,0.254705
1978,0.407418,1.348642,0.071820,1.092703,0.554492,0.246067
1979,0.416392,1.366987,0.075405,1.122581,0.559091,0.260118
1980,0.407886,1.312379,0.079615,1.112855,0.581089,0.257879
1981,0.402972,1.279045,0.085962,1.054416,0.570025,0.252957
1982,0.438478,1.213782,0.088805,1.029315,0.580771,0.244926
1983,0.462395,1.208904,0.096124,1.017600,0.589009,0.240423
1984,0.503501,1.272428,0.098679,1.027182,0.594239,0.255751
1985,0.545328,1.269823,0.108513,1.042735,0.640868,0.249018
1986,0.574294,1.272770,0.116351,1.038554,0.641028,0.248979
1987,0.616195,1.317061,0.124275,1.047936,0.643600,0.246324
1988,0.662089,1.378423,0.134195,1.036543,0.664873,0.268959
1989,0.672395,1.400711,0.147558,1.046680,0.656379,0.278843
1990,0.678181,1.397641,0.157750,1.056339,0.692207,0.315828
1991,0.711271,1.381811,0.167949,1.038362,0.656866,0.319022
1992,0.745302,1.412180,0.178888,1.003991,0.536710,0.321691
1993,0.797394,1.439097,0.184852,0.985218,0.509478,0.319783
1994,0.847090,1.464050,0.194886,0.980012,0.449690,0.334799
1995,0.917477,1.480693,0.207550,0.992647,0.442065,0.338168
1996,0.957647,1.531928,0.224787,1.015806,0.433085,0.341579
1997,0.959496,1.552441,0.234173,0.997690,0.404543,0.339588
1998,0.918283,1.564760,0.239021,0.995042,0.399905,0.328712
1999,0.970872,1.584039,0.259405,0.979902,0.407800,0.338711
2000,0.995961,1.640321,0.266792,0.982945,0.403696,0.344911
2001,1.017607,1.612374,0.270461,0.998435,0.413659,0.340929
2002,1.119826,1.622901,0.278839,0.998609,0.411241,0.349014
2003,1.321266,1.640324,0.289072,1.021584,0.419492,0.351335
2004,1.423949,1.668301,0.307068,1.024562,0.421386,0.350078
2005,1.605388,1.673631,0.323601,1.019338,0.426467,0.352114
2006,1.772472,1.651934,0.352752,1.021978,0.442959,0.345829
2007,1.905998,1.673068,0.380051,1.012076,0.443172,0.355578
2008,2.047352,1.614388,0.406506,0.989181,0.450891,0.336248
2009,2.153682,1.495831,0.440015,0.908986,0.421680,0.317428
2010,2.352791,1.550141,0.457789,0.936530,0.445629,0.331525
2011,2.601640,1.513678,0.481635,0.909092,0.460128,0.345150
2012,2.669038,1.458539,0.525573,0.889309,0.464320,0.356409
2013,2.717352,1.495676,0.544514,0.867501,0.447718,0.358950
2014,2.728896,1.508920,0.586338,0.830126,0.447587,0.344998
2015,2.692945,1.467378,0.609776,0.844094,0.447237,0.333834
2016,2.665128,1.433661,0.642647,0.845523,0.446202,0.328181
2017,2.732301,1.422533,0.662284,0.851469,0.454727,0.323909
2018,2.825855,1.467739,0.707712,0.831397,0.467384,0.311591
2019,2.926049,1.436175,0.713124,0.792621,0.465347,0.301457
2020,2.978715,1.286743,0.660904,0.717787,0.445668,0.283787
2021,3.093950,1.373421,0.729864,0.765765,0.467247,0.289882
2022,3.110474,1.380269,0.772283,0.753796,0.450922,0.287609
