"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.035824,0.464887,105277.666120,4803254
1991,0.036148,0.472599,113411.539890,4942812
1992,0.042082,0.551508,122211.443010,5079389
1993,0.044235,0.598919,127242.589830,5212998
1994,0.047475,0.624848,136693.972690,5346292
1995,0.049866,0.702750,145719.772860,5478734
1996,0.051936,0.728269,154500.875570,5612494
1997,0.054866,0.796366,160564.401790,5743283
1998,0.056010,0.838057,167304.590100,5869504
1999,0.054756,0.868578,173277.414340,5994088
2000,0.059519,0.818536,188685.346690,6116958
2001,0.063024,0.817965,188879.295370,6237982
2002,0.059301,0.834417,188510.528210,6356693
2003,0.062415,0.859810,190677.400290,6475913
2004,0.058679,0.876561,200050.051900,6595986
2005,0.056524,0.880738,208368.773690,6714124
2006,0.062149,0.885455,220405.924630,6832077
2007,0.062800,0.918305,233855.138760,6952003
2008,0.067980,0.944739,241944.818960,7074522
2009,0.063861,0.917842,244710.248090,7199703
2010,0.068287,0.954212,258620.900730,7328445
2011,0.068595,0.972223,272954.885940,7459749
2012,0.074785,1.017811,280659.774710,7592106
2013,0.063095,0.961849,294067.762380,7726676
2014,0.060282,0.938331,306197.586760,7863846
2015,0.062939,0.990206,313178.188310,8007778
2016,0.061164,1.010053,327154.277080,8159009
2017,0.058845,1.028467,341473.688700,8309257
2018,0.059986,1.051962,355076.053990,8456483
2019,0.058656,1.085421,368475.274950,8607919
2020,0.059156,1.026487,360540.934450,8757489
2021,0.059008,1.051359,390062.170110,8900059
2022,0.060946,1.111136,409418.255930,9038309
2023,0.059489,1.114052,423792.942820,9174520
