"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-5.527441,7.603200,-6.869573,0.004253,0,0,0,0
1991,-8.286258,15.229867,-11.539073,0.001467,0,0,0,0
1992,-11.058043,22.856167,-16.208207,0,0,0,0,0
1993,-13.829261,30.482467,-20.877707,0.001100,0,0,0,0
1994,-7.828881,38.108767,-25.496670,0,0,0,0,0
1995,-1.794599,45.735067,-29.884280,0,0,0,0,0
1996,4.162026,53.361367,-34.761460,0,0,0,0,0
1997,10.616978,60.986933,-38.988823,0,0,0,0,0
1998,16.148996,68.613967,-44.037903,0,0,0,0,0
1999,9.864545,76.240267,-48.561547,0,0,0,0,0
2000,3.537063,83.869867,-53.364430,0,0,0,0,0
2001,-2.752652,84.512633,-48.015793,0,0,0,0,0
2002,-9.069559,85.155033,-42.834167,0,0,0,0,0
2003,-15.322901,85.797800,-37.244590,0,0,0,0,0
2004,-14.990944,86.440200,-32.399913,0,0,0,0,0
2005,-14.779718,87.082967,-27.115233,0,0,0,0,0
2006,-14.453348,87.694567,-21.681120,0,0,0,0,0
2007,-14.023643,79.970733,-16.700043,0,0,0,0,0
2008,-13.896794,72.246900,-11.525633,0,0,0,0,0
2009,-16.077774,64.523067,-6.290390,0,0,0,0,0
2010,-18.235534,56.798867,-1.006183,0.342797,0,0,0,0
2011,-20.418429,49.075033,-2.644883,0.107470,0,0,0,0
2012,-22.583963,41.351200,-4.273243,0.029187,0,0,0,0
2013,-24.764269,33.627367,-5.895373,0,0,0,0,0
2014,-22.198445,36.273967,-7.435440,0,0,0,0,0
2015,-19.620752,39.067233,-8.967403,0.106370,0,0,0,0
2016,-17.070112,41.860500,-10.698651,0.000183,0,0,0,0
2017,-14.489716,44.653400,-11.905483,0.014887,0,0,0,0
2018,-11.930710,47.446667,-13.837253,0,0,0,0,0
2019,-15.473436,50.239567,-15.523560,0,0,0,0,0
2020,-19.129280,52.319667,-17.085120,0,0,0,0,0
2021,-22.820020,46.175067,-18.667070,0,0,0,0,0
2022,-15.871026,40.326733,-20.326514,0,0,0,0,0
