"Year","Coal","Oil","Gas","Cement","Flaring"
2000,33.099590,79.347130,39.319848,15.299003,0.286571
2001,36.809860,75.165440,42.533709,17.469889,0.287946
2002,39.243670,78.937740,46.468767,19.738906,0.276369
2003,39.903270,83.859650,49.470315,17.490357,0.364133
2004,44.762740,91.753070,52.101927,18.260328,0.452622
2005,48.332640,90.838650,54.462088,20.235752,0.455998
2006,51.313090,87.307810,55.578941,21.226395,0.398439
2007,57.803010,84.632800,59.253167,22.009883,0.383736
2008,62.250790,78.483590,63.700204,19.441362,0.372760
2009,62.403390,79.821890,67.513445,18.679548,0.417967
2010,64.008440,80.785150,77.345362,18.485520,0.394513
2011,65.349660,84.608680,76.016774,18.206209,0.696832
2012,68.154790,90.833210,83.614996,18.745501,0.999151
2013,67.148740,91.381180,85.503900,18.913911,0.805764
2014,73.793770,91.136780,87.092760,19.722265,0.742076
2015,72.142510,95.217570,88.912047,20.023558,0.803021
2016,73.600150,98.923970,87.759174,23.053166,0.708861
2017,73.823980,101.146090,85.289048,22.388464,0.700052
2018,78.564280,102.371330,84.331630,22.465831,0.613276
2019,70.060390,103.644750,85.269534,22.304276,0.591380
2020,74.799190,96.312510,78.208374,21.925554,0.606376
2021,76.647520,90.919710,78.000554,21.151106,0.500136
2022,69.761290,103.814720,75.610524,21.151106,0.408718
