"Year","Coal","Oil","Gas","Cement","Flaring"
2000,110.455691,92.837199,13.121111,8.824000,0
2001,115.984259,89.034127,14.784615,9.086000,0
2002,124.768501,85.473448,16.435051,9.774000,0
2003,134.958689,85.664825,17.283486,9.313000,0
2004,140.475294,86.564227,20.152479,9.546000,0
2005,144.322558,89.840423,21.040018,9.977000,0
2006,152.156979,90.824855,22.164166,9.812000,0
2007,161.342046,84.600078,23.488875,9.484000,0
2008,155.265552,76.774532,25.264917,8.504000,0
2009,146.863275,72.695894,24.477830,7.865000,0
2010,157.439274,73.381644,30.711082,8.105000,0
2011,161.151572,71.558723,33.995705,8.512000,0
2012,158.787176,68.597361,36.021463,7.996000,0
2013,160.860953,67.564076,35.580971,8.030000,0
2014,161.853129,68.184236,37.605635,7.088000,0
2015,159.366670,67.313856,40.843474,6.313000,0
2016,159.526678,70.824635,42.271687,5.395000,0
2017,162.892378,69.566395,46.526227,5.357000,0
2018,159.173314,69.144477,48.695209,5.378000,0
2019,154.835998,65.583425,47.033577,5.508000,0
2020,150.469855,61.702064,53.026081,5.759784,0
2021,162.044459,64.736592,57.739510,5.849852,0
2022,152.398956,59.679046,59.507047,5.484889,0
