"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.746871,0.331973,0.172078,"NaN",0.080169,0
2001,0.933652,0.331816,0.147355,"NaN",0.085466,0
2002,0.945903,0.339003,0.147882,"NaN",0.093410,0
2003,1.044406,0.369836,0.168602,"NaN",0.090044,0
2004,1.113308,0.392326,0.188476,"NaN",0.083579,0
2005,1.125617,0.402312,0.218122,"NaN",0.080982,0
2006,1.186430,0.460700,0.239480,"NaN",0.079572,0
2007,1.303719,0.499439,0.292198,"NaN",0.083180,0
2008,1.414622,0.499233,0.308008,"NaN",0.075465,0
2009,1.295255,0.405812,0.291362,"NaN",0.069161,0
2010,1.397720,0.418674,0.315244,"NaN",0.080157,0
2011,1.521504,0.554838,0.355452,"NaN",0.078291,0.000001
2012,1.584955,0.592634,0.386409,"NaN",0.075387,0.000027
2013,1.569171,0.603621,0.402574,"NaN",0.075850,0.000052
2014,1.550589,0.618144,0.533865,"NaN",0.080585,0.000141
2015,1.144821,0.578588,0.496894,"NaN",0.089862,0.001730
2016,1.336429,0.604777,0.540522,"NaN",0.111993,0.003523
2017,1.465630,0.616713,0.602123,"NaN",0.107401,0.004167
2018,1.524318,0.662751,0.600149,"NaN",0.098831,0.005043
2019,1.443310,0.672482,0.709348,"NaN",0.094835,0.010480
2020,1.365432,0.591157,0.635622,"NaN",0.091328,0.021500
2021,1.403960,0.632352,0.778201,"NaN",0.086744,0.031829
2022,1.435206,0.778665,0.781699,"NaN",0.086409,0.039685
