"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.022298,0.297921,95504.157344,24570814
1991,0.023688,0.301694,102395.821540,24988083
1992,0.024737,0.337606,100247.824700,25400676
1993,0.026779,0.341157,99505.397636,25806777
1994,0.028124,0.376036,110041.029540,26201551
1995,0.028750,0.368827,104092.819050,26599048
1996,0.029525,0.385609,116972.094770,26999093
1997,0.029978,0.400874,115146.508530,27397118
1998,0.030881,0.411162,123481.449220,27791825
1999,0.031986,0.426571,124816.694340,28176997
2000,0.033199,0.422868,127204.279160,28554415
2001,0.036806,0.456860,136515.590990,28930097
2002,0.037306,0.468331,140776.856440,29301817
2003,0.036570,0.469621,149168.793120,29661270
2004,0.042226,0.534827,156324.447520,30033125
2005,0.044661,0.580802,161470.085070,30431902
2006,0.046249,0.592793,173700.849230,30833022
2007,0.048913,0.587622,179835.258270,31232633
2008,0.051369,0.648471,190487.399990,31634992
2009,0.050860,0.632843,198571.222970,32042877
2010,0.054365,0.701843,206148.140710,32464865
2011,0.054868,0.737091,216962.048150,32903699
2012,0.056954,0.750319,223492.521750,33352169
2013,0.056606,0.770325,233628.855670,33803527
2014,0.057175,0.781290,239865.563780,34248603
2015,0.058495,0.795092,250746.772850,34680458
2016,0.058457,0.803967,253404.328550,35107264
2017,0.061104,0.841683,264185.677400,35528115
2018,0.062306,0.870530,272503.570470,35927511
2019,0.068740,0.949828,279610.287810,36304408
2020,0.064564,0.873122,262013.704540,36688772
2021,0.070245,0.968596,280842.062690,37076584
2022,0.069506,0.961405,283938.139640,37457971
2023,0.068668,0.976612,296887.062100,37840044
