"Year","Coal","Oil","Gas","Cement"
1900,0.595382,0.162730,0,0
1901,0.591217,0.187093,0,0
1902,0.576055,0.175669,0,0
1903,0.579853,0.155476,0,0
1904,0.658403,0.159712,0,0
1905,0.617503,0.112768,0,0
1906,0.704691,0.128268,0,0
1907,0.798927,0.134063,0,0
1908,0.804595,0.134118,0,0
1909,0.847077,0.143848,0,0
1910,0.821432,0.150366,0,0
1911,0.867625,0.139917,0,0
1912,1.001427,0.139895,0,0
1913,1.106268,0.133571,0,0
1914,0.977250,0.141732,0,0
1915,0.867805,0.159270,0,0
1916,0.924288,0.170398,0,0
1917,0.857178,0.150290,0,0
1918,0.337609,0.064174,0,0
1919,0.260099,0.083084,0,0
1920,0.240609,0.072332,0,0
1921,0.270654,0.068668,0.000057,0
1922,0.329630,0.084212,0.000052,0
1923,0.362375,0.094796,0.000036,0
1924,0.449009,0.095417,0.000294,0
1925,0.433781,0.103344,0.000507,0
1926,0.659885,0.118512,0.000577,0
1927,0.826143,0.141733,0.000599,0
1928,0.943866,0.138026,0.000656,0.005530
1929,0.989308,0.172598,0.000830,0.006840
1930,1.235790,0.337360,0.001100,0.008850
1931,1.480285,0.408803,0.001815,0.009473
1932,1.755808,0.371144,0.002110,0.009985
1933,2.011953,0.367297,0.002441,0.007831
1934,2.464744,0.411781,0.003123,0.010216
1935,2.826395,0.429316,0.003644,0.012975
1936,3.268725,0.464390,0.004521,0.016997
1937,3.332753,0.487454,0.004817,0.015853
1938,3.516852,0.517281,0.004864,0.016554
1939,3.562534,0.519991,0.004858,0.016558
1940,4.358693,0.522797,0.006963,0.016880
1941,3.747589,0.545585,0,0.016903
1942,1.761308,0.578976,0,0
1943,1.947520,0.494936,0,0
1944,2.877453,0.664562,0,0
1945,3.420711,0.318835,0.006940,0.005277
1946,3.832964,0.366813,0.007970,0.009964
1947,4.609398,0.446270,0.009772,0.014103
1948,4.877143,0.499201,0.010858,0.019420
1949,5.528667,0.583046,0.011242,0.023560
1950,6.155897,0.651228,0.014878,0.030985
1951,6.673023,0.702529,0.016103,0.036607
1952,7.100622,0.796502,0.016478,0.041700
1953,7.468831,0.883441,0.017785,0.047263
1954,8.136302,0.982533,0.019471,0.056307
1955,9.185886,1.150694,0.023426,0.066750
1956,9.975254,1.350602,0.031926,0.073898
1957,10.826523,1.547714,0.050488,0.086011
1958,11.413051,1.765866,0.076585,0.099274
1959,11.867118,1.961059,0.099095,0.115753
1960,12.169174,2.189336,0.128793,0.136032
1961,12.318525,2.438198,0.171856,0.152185
1962,12.626751,2.808519,0.220196,0.171749
1963,13.375463,3.137088,0.275184,0.183049
1964,14.076017,3.432911,0.341599,0.195062
1965,14.802265,3.720726,0.401844,0.217744
1966,15.496831,4.026833,0.450966,0.240928
1967,15.907917,4.469326,0.502645,0.255612
1968,16.050726,4.855449,0.555229,0.264272
1969,16.484439,5.265323,0.601517,0.271531
1970,17.310568,5.651540,0.548897,0.288380
1971,18.050053,6.151421,0.634448,0.308219
1972,18.743523,6.730995,0.672340,0.325079
1973,19.185958,7.326701,0.719900,0.346207
1974,19.515449,7.966660,0.774359,0.369273
1975,20.323440,8.512824,0.854126,0.396999
1976,21.073562,8.803883,0.948352,0.404824
1977,21.630992,9.208500,1.027266,0.414681
1978,21.837450,10.027049,1.094024,0.414965
1979,22.027045,10.147369,1.172775,0.402651
1980,23.113061,10.344244,1.218918,0.409788
1981,21.768245,10.862501,1.357803,0.420354
1982,22.216008,10.985509,1.446890,0.412359
1983,22.402969,11.152768,1.577648,0.430914
1984,22.631341,11.075079,1.735638,0.441294
1985,25.381216,11.005822,1.875773,0.446983
1986,25.817626,10.843497,1.597751,0.464931
1987,25.847735,9.576472,1.902132,0.475744
1988,25.445581,9.775202,2.074784,0.485970
1989,26.246075,9.937834,2.041859,0.492193
1990,24.434818,9.136870,2.716935,0.483038
1991,22.546901,8.207908,2.753970,0.478963
1992,17.795902,4.631743,1.605114,0.315369
1993,13.589430,4.793275,0.801902,0.228119
1994,14.118098,4.452778,1.118212,0.330055
1995,12.915791,3.484635,1.283600,0.347898
1996,13.451013,3.779419,1.420180,0.361466
1997,13.191434,3.668428,1.391068,0.396068
1998,11.500326,3.636981,1.332149,0.403515
1999,10.920884,3.315143,1.277322,0.361043
2000,10.850794,2.715877,1.482144,0.373718
2001,10.679061,3.166460,1.593841,0.379768
2002,10.381617,3.217347,1.346789,0.356321
2003,12.171635,3.158393,1.528341,0.335282
2004,12.011566,3.167367,1.726583,0.364802
2005,11.744938,3.195878,1.726637,0.372883
2006,11.047223,3.206274,1.717448,0.413696
2007,14.258387,3.309998,1.711340,0.596716
2008,12.321859,3.186670,1.655856,0.602722
2009,10.021534,2.900636,1.199498,0.257000
2010,14.262001,3.052608,1.301368,0.310433
2011,14.181643,3.145071,1.164349,0.416119
2012,12.602224,3.228257,1.253946,0.407444
2013,14.532069,3.206238,1.194025,0.399050
2014,14.071926,3.230424,1.007673,0.421884
2015,11.270703,3.333143,0.903355,0.205612
2016,12.763332,3.426896,0.990842,0.185181
2017,13.877060,3.435019,0.912427,0.306764
2018,13.062730,3.397189,0.957848,0.297762
2019,7.775731,3.255279,0.881801,0.295485
2020,5.276807,3.029115,0.805747,0.020121
2021,6.458311,2.928552,0.916104,0
2022,8.085998,3.132641,0.678549,0
2023,4.973826,3.131119,0.579608,0
2024,4.547139,3.072908,0.627025,0
