"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,153.011617,147.186587,15.786064,1.345241,0.019968,-11.326243
1991,135.876923,135.698776,12.785355,0.460991,0.023732,-13.091932
1992,132.299956,132.142715,13.389285,0.222260,0.027642,-13.481946
1993,125.965934,127.557197,12.401060,0.201203,0.037434,-14.230959
1994,119.832518,118.999907,13.481059,0.199465,0.052637,-12.900550
1995,118.451814,118.585225,12.815662,0.225128,0.058606,-13.232808
1996,122.022896,121.298552,13.507338,0.218523,0.058414,-13.059931
1997,118.897653,116.444199,14.333843,0.164512,0.060700,-12.105601
1998,114.009359,111.184563,14.288656,0.237550,0.060466,-11.761876
1999,104.727459,104.726513,11.749618,0.179164,0.061236,-11.989072
2000,114.395728,113.954892,13.048917,0.233772,0.050044,-12.891897
2001,114.279029,114.731989,12.154663,0.266636,0.067772,-12.942032
2002,111.231946,111.767002,11.940497,0.236125,0.097297,-12.808976
2003,115.281749,114.407104,12.881394,0.202726,0.154910,-12.364385
2004,116.295081,114.373012,13.617021,0.230776,0.145321,-12.071048
2005,113.539359,113.125708,12.321924,0.213601,0.104869,-12.226744
2006,115.437367,112.931495,13.282327,0.237906,0.133791,-11.148152
2007,117.619054,114.244279,13.805107,0.280896,0.086466,-10.797693
2008,110.903331,109.132872,13.477027,0.278635,0.090278,-12.075481
2009,103.140331,103.783185,10.945103,0.215044,0.077551,-11.880553
2010,106.302406,105.491193,11.683435,0.225396,0.109043,-11.206661
2011,103.281398,103.041268,11.799905,0.290614,0.094683,-11.945071
2012,99.018801,99.458054,11.442471,0.327371,0.093953,-12.303048
2013,95.070723,94.966976,11.362635,0.340075,0.094342,-11.693305
2014,92.525999,91.979448,11.912223,0.287918,0.097172,-11.750762
2015,93.263718,93.103248,11.387408,0.438745,0.096938,-11.762621
2016,96.249521,94.770084,11.329076,0.464578,0.100961,-10.415177
2017,99.019984,95.876431,11.404818,0.390780,0.108686,-8.760731
2018,103.227946,93.977925,11.929859,0.348839,0.109992,-3.138668
2019,104.847108,89.359005,11.230743,0.341933,0.108646,3.806782
2020,98.720720,80.712911,10.574062,0.320837,0.104402,7.008508
2021,100.109872,84.393786,11.848035,0.321905,0.096719,3.449427
2022,94.951612,83.805592,10.836920,0.345705,0.084606,-0.121210
2023,77.320180,74.327292,8.618500,0.268804,0.068932,-5.963348
2024,70.385106,69.699755,7.130807,0.323955,0.070534,-6.839945
