"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.164252,1.968279,243885.327540,10301988
1991,0.148886,1.791501,215558.185710,10304426
1992,0.145708,1.738726,214466.292770,10312448
1993,0.140126,1.724145,214599.057170,10320398
1994,0.132670,1.679454,220842.406750,10322329
1995,0.131624,1.750370,235198.960250,10312042
1996,0.135019,1.810519,245231.176400,10296128
1997,0.130942,1.736352,243960.067140,10280051
1998,0.125717,1.685776,243090.186450,10265426
1999,0.116669,1.616353,246454.916200,10251378
2000,0.127233,1.708214,256315.648200,10236804
2001,0.127165,1.746979,264115.273820,10231936
2002,0.123988,1.752324,268261.501200,10239468
2003,0.127592,1.852381,277875.158890,10248912
2004,0.128314,1.900168,291252.793640,10261450
2005,0.125713,1.870675,310480.188200,10280153
2006,0.126533,1.906039,331490.174580,10304588
2007,0.128364,1.885339,349955.299430,10337543
2008,0.122928,1.849028,359356.540580,10378292
2009,0.114972,1.774120,342620.117820,10420985
2010,0.117464,1.849136,350962.583030,10464035
2011,0.115178,1.807113,357140.786660,10495511
2012,0.111276,1.797978,354337.214990,10507335
2013,0.106710,1.764796,354174.561240,10511163
2014,0.104233,1.727773,362186.353720,10517226
2015,0.104990,1.694578,381702.333540,10524416
2016,0.106636,1.671747,391387.208840,10531948
2017,0.107736,1.766095,411616.933860,10541342
2018,0.106322,1.760487,424783.144710,10548937
2019,0.100997,1.720458,437651.858710,10554875
2020,0.091661,1.593243,412277.617540,10550129
2021,0.096629,1.679062,426058.628560,10530683
2022,0.095040,1.615456,435783.706420,10673213
2023,0.083232,1.480472,454167.256150,10809716
2024,0.075623,1.414161,470591.121790,10735859
