"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2000,-11.524875,5.330938,3.731611,0.553364,0.004378,-21.145165
2001,-7.814751,6.229457,4.147604,0.549057,0.003887,-18.744756
2002,-6.883021,5.477382,4.143268,0.599390,0.004286,-17.107347
2003,-7.917449,5.973900,4.135421,0.606030,0.004397,-18.637197
2004,-13.202695,5.768419,4.104374,0.582182,0.005179,-23.662848
2005,-4.739076,5.843838,4.298035,0.609797,0.005363,-15.496109
2006,-11.222492,6.439195,4.332240,0.600462,0.005381,-22.599771
2007,-8.623906,7.271867,4.288044,0.618043,0.005757,-20.807617
2008,-6.370374,7.279581,4.456436,0.643873,0.005842,-18.756106
2009,-10.497681,8.549695,4.597302,0.648621,0.006164,-24.299463
2010,-8.423622,9.520653,4.728130,0.672059,0.006551,-23.351015
2011,-6.703801,10.781023,4.922941,0.716397,0.006829,-23.130991
2012,-8.299744,10.797234,4.825705,0.713943,0.062337,-24.698963
2013,-9.695883,10.651943,4.835916,0.723072,0.167120,-26.073933
2014,-7.550281,10.720551,4.653791,0.695460,0.295700,-23.915783
2015,-4.607332,12.114048,4.557643,0.690585,0.432084,-22.401693
2016,-4.293084,12.017186,4.675055,0.740374,0.568359,-22.294058
2017,39.734168,11.904647,4.627831,0.747781,0.658562,21.795346
2018,-8.207899,11.976065,4.643239,0.748832,0.813884,-26.389918
2019,-4.858816,15.574566,4.582208,0.787338,0.915922,-26.718851
2020,-7.530213,11.675823,4.683441,0.772055,0.990904,-25.652436
2021,-6.805978,13.765893,4.808410,0.825281,1.119956,-27.325518
