"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,,,
1962,,,,
1963,,,,
1964,,,,
1965,,,,
1966,,,,
1967,,,,
1968,,,,
1969,,,,
1970,,,,
1971,,,,
1972,,,,
1973,,,,
1974,,,,
1975,,,,
1976,,,,
1977,,,,
1978,,,,
1979,,,,
1980,,,,
1981,,,,
1982,,,,
1983,,,,
1984,,,,
1985,,,,
1986,,,,
1987,,,,
1988,,,,
1989,,,,
1990,,,,
1991,,,,
1992,,,,
1993,,,,
1994,,,,
1995,,,,
1996,,,,
1997,,,,
1998,,,,
1999,,,,
2000,0.016584,0.012452,0.033174,0.001660
2001,0.028098,0.012693,0.033704,0.001532
2002,0.010454,0.005702,0.023740,0.001337
2003,0.009098,0.005667,0.018548,0.001624
2004,0.021340,0.009933,0.034130,0.004370
2005,0.025478,0.009211,0.032552,0.008521
2006,0.024153,0.011496,0.032854,0.008691
2007,0.016320,0.015506,0.042902,0.010843
2008,0.023439,0.019708,0.039974,0.008589
2009,0.029442,0.026375,0.049154,0.007626
2010,0.034495,0.023684,0.052086,0.008567
2011,0.031006,0.068585,0.053488,0.005344
2012,0.034698,0.024567,0.064616,0.006060
2013,0.028703,0.026083,0.073736,0.007436
2014,0.048515,0.019691,0.088578,0.004455
2015,0.037077,0.025700,0.093718,0.003825
2016,0.044979,0.028960,0.078262,0.004548
2017,0.022551,0.021908,0.066166,0.017966
2018,0.024690,0.026827,0.066166,0.032809
2019,0.032492,0.020838,0.054978,0.025658
2020,0.033610,0.021417,0.050702,0.032087
2021,0.041833,0.036798,0.064400,0.066509
2022,0.039967,0.028767,0.064504,0.137496
2023,0.038769,0.027546,0.089810,0.137636
