"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.086563,1.274032,401679.621050,55228410
1991,0.095045,1.405631,436056.408670,56099865
1992,0.105513,1.537937,471304.540190,56939020
1993,0.121855,1.745137,510196.194550,57776082
1994,0.136870,1.961413,550996.710080,58610010
1995,0.153650,2.214235,595739.380480,59424834
1996,0.173566,2.505459,629410.239430,60211096
1997,0.181203,2.637501,612078.955460,60989108
1998,0.159704,2.430139,565352.632020,61745217
1999,0.167235,2.575030,591202.294240,62442651
2000,0.167352,2.670088,617541.816970,63066603
2001,0.172267,2.815951,638811.494890,63649892
2002,0.184665,3.052587,678092.244010,64222580
2003,0.191088,3.282085,726841.945260,64776956
2004,0.207331,3.563032,772555.522030,65311166
2005,0.214325,3.676022,804907.353960,65821360
2006,0.215825,3.754794,844893.629160,66319525.000000
2007,0.224083,3.883150,890814.879530,66826754
2008,0.224249,3.882761,906187.661650,67328239
2009,0.228836,3.992088,899929.364440,67813654
2010,0.241019,4.246002,967544.572110,68270489
2011,0.244878,4.364935,975673.224480,68712846
2012,0.262348,4.654334,1046339.247700,69157023
2013,0.263754,4.726309,1074459.568600,69578602
2014,0.272488,4.885810,1085037.288500,69960943
2015,0.277099,4.958806,1119042.869800,70294397
2016,0.284045,5.060058,1157483.757300,70607037
2017,0.283348,5.157658,1205839.736700,70898202
2018,0.288305,5.322154,1256359.423400,71127802
2019,0.281877,5.327082,1284833.976400,71307763
2020,0.271923,4.952731,1206472.159800,71475664
2021,0.267142,4.992516,1225369.076900,71601103
2022,0.272573,4.996416,1266224.148100,71697030
2023,0.264389,5.006924,1320600.986600,71801279
