"Year","China","USA","India","EU27","Russia","Japan"
1890,0,0.401747,0.004432,0.481648,0.016582,0.006756
1891,0,0.427425,0.004772,0.501333,0.018258,0.008123
1892,0,0.450449,0.005247,0.493623,0.019326,0.008075
1893,0,0.454095,0.005543,0.501924,0.022653,0.008574
1894,0,0.425050,0.005617,0.527212,0.023072,0.011025
1895,0,0.479948,0.007035,0.543311,0.026510,0.012227
1896,0,0.480882,0.007608,0.575299,0.026987,0.012916
1897,0,0.500287,0.008253,0.608569,0.031203,0.013542
1898,0,0.545321,0.009125,0.635499,0.034995,0.017246
1899,0,0.625534,0.010054,0.669346,0.040597,0.017272
1900,0,0.662738,0.011930,0.712154,0.045989,0.019412
1901,0,0.721528,0.013180,0.709672,0.047214,0.023274
1902,0,0.764496,0.014515,0.696460,0.045601,0.024945
1903,0,0.894407,0.014802,0.743086,0.044607,0.025787
1904,0,0.882058,0.016561,0.757166,0.049629,0.029052
1905,0,0.986482,0.016931,0.795773,0.044300,0.029931
1906,0,1.035471,0.019549,0.812359,0.050529,0.032855
1907,0.019894,1.203861,0.021772,0.927505,0.056597,0.035072
1908,0.022736,1.052813,0.024908,0.962035,0.056944,0.037633
1909,0.024252,1.165706,0.024143,0.955019,0.060112,0.038256
1910,0.025009,1.271582,0.023487,0.972866,0.058952,0.039384
1911,0.024631,1.258667,0.024782,0.992713,0.061120,0.044210
1912,0.017029,1.343566,0.028521,1.064396,0.069235,0.049281
1913,0.024252,1.442542,0.031467,1.146191,0.075211,0.054315
1914,0.026718,1.317980,0.031698,0.980974,0.067880,0.058016
1915,0.025421,1.367697,0.033142,0.900029,0.062305,0.052842
1916,0.030131,1.518981,0.033518,0.946094,0.066406,0.058598
1917,0.032023,1.670971,0.035020,0.938311,0.061115,0.067484
1918,0.034748,1.747718,0.039359,0.883436,0.024373,0.071543
1919,0.037997,1.479159,0.042975,0.686954,0.020818,0.079194
1920,0.040278,1.738246,0.034868,0.861444,0.018984,0.074280
1921,0.038763,1.423669,0.037506,0.894137,0.020588,0.066809
1922,0.039972,1.435758,0.036903,0.918104,0.025108,0.071430
1923,0.046518,1.896736,0.037972,0.823405,0.027735,0.075907
1924,0.048846,1.698320,0.040628,1.000200,0.033044,0.079348
1925,0.045955,1.758185,0.040085,1.011746,0.032614,0.082011
1926,0.043660,1.906048,0.039943,0.977942,0.047254,0.082605
1927,0.045809,1.862839,0.041884,1.099381,0.058750,0.089482
1928,0.047591,1.830965,0.040073,1.125197,0.065266,0.092391
1929,0.048282,1.963506,0.041708,1.235745,0.070287,0.094880
1930,0.049558,1.744916,0.042399,1.123391,0.095550,0.086166
1931,0.051905,1.484959,0.038851,1.011753,0.114790,0.077904
1932,0.050269,1.257814,0.036129,0.894190,0.129335,0.077981
1933,0.054111,1.348877,0.035467,0.921859,0.144545,0.091342
1934,0.062383,1.436239,0.039611,0.993532,0.174845,0.101203
1935,0.072646,1.492321,0.041393,1.040033,0.197915,0.106382
1936,0.075477,1.713412,0.040684,1.083901,0.226947,0.116849
1937,0.070969,1.792610,0.045067,1.219926,0.232063,0.125431
1938,0.061366,1.515750,0.050380,1.232376,0.244931,0.131735
1939,0.074427,1.670920,0.049312,1.269083,0.247935,0.127747
1940,0.090791,1.874985,0.052310,1.320442,0.297241,0.153244
1941,0.113979,2.043585,0.053581,1.301392,0.261134,0.154605
1942,0.127613,2.198265,0.053530,1.320675,0.141967,0.147792
1943,0.108995,2.272059,0.046644,1.331677,0.148165,0.150637
1944,0.103004,2.444904,0.047696,1.141701,0.214867,0.138733
1945,0.055892,2.359551,0.052874,0.492949,0.227480,0.076635
1946,0.036107,2.257494,0.052225,0.847721,0.255646,0.052707
1947,0.041836,2.485854,0.053180,0.990828,0.307839,0.070032
1948,0.038400,2.582558,0.053204,1.095493,0.327570,0.088082
1949,0.062081,2.164862,0.056188,1.211251,0.372365,0.098420
1950,0.078835,2.541485,0.061103,1.277769,0.415061,0.102541
1951,0.102115,2.618712,0.064022,1.429766,0.449832,0.123458
1952,0.127999,2.551219,0.067426,1.486817,0.481701,0.130428
1953,0.133783,2.612971,0.068705,1.515003,0.509613,0.145902
1954,0.160877,2.489462,0.072414,1.611368,0.556575,0.142681
1955,0.190521,2.728512,0.078788,1.743365,0.631101,0.142036
1956,0.215824,2.859995,0.081656,1.867092,0.691942,0.160823
1957,0.255785,2.835772,0.091635,1.926367,0.757201,0.188287
1958,0.524617,2.747108,0.095816,1.910887,0.808224,0.181421
1959,0.720152,2.831923,0.101447,1.940610,0.849739,0.192920
1960,0.798800,2.897315,0.111325,2.099978,0.884702,0.232830
1961,0.570630,2.886873,0.120404,2.199646,0.912373,0.283131
1962,0.459618,2.993902,0.132582,2.354607,0.957589,0.293278
1963,0.456779,3.126487,0.142444,2.512899,1.026974,0.325264
1964,0.460637,3.264314,0.139488,2.644228,1.092213,0.359349
1965,0.500286,3.399547,0.153702,2.677126,1.158639,0.386969
1966,0.549459,3.571421,0.159373,2.758658,1.223581,0.419780
1967,0.460226,3.705461,0.159556,2.820351,1.279439,0.489912
1968,0.495507,3.840920,0.174069,2.993590,1.315396,0.562561
1969,0.607683,4.035145,0.177413,3.192299,1.369898,0.653846
1970,0.807953,4.339686,0.181723,3.331787,1.440773,0.769740
1971,0.909210,4.365465,0.191964,3.425790,1.528955,0.799643
1972,0.968646,4.573015,0.203036,3.556002,1.608655,0.861046
1973,1.008293,4.785434,0.209095,3.729277,1.676593,0.914262
1974,1.028100,4.621419,0.215853,3.710173,1.740437,0.914303
1975,1.183215,4.478563,0.234209,3.637361,1.829452,0.869796
1976,1.226421,4.748111,0.244749,3.913002,1.899911,0.909555
1977,1.340831,4.889953,0.258962,3.874641,1.964534,0.935530
1978,1.492778,4.941709,0.263150,4.005137,2.032002,0.905064
1979,1.525661,5.008956,0.276285,4.114610,2.048855,0.957130
1980,1.494496,4.808877,0.291711,4.079017,2.129468,0.948535
1981,1.476488,4.686743,0.314966,3.864920,2.088923,0.930369
1982,1.606585,4.447602,0.325380,3.772963,2.128305,0.900713
1983,1.694217,4.429711,0.352199,3.730056,2.158492,0.884420
1984,1.844828,4.662488,0.361559,3.765173,2.177659,0.940528
1985,1.998083,4.652938,0.397592,3.823162,2.348536,0.915263
1986,2.104213,4.663712,0.426309,3.808468,2.348928,0.914048
1987,2.257739,4.826013,0.455343,3.841071,2.357920,0.902178
1988,2.425894,5.050858,0.491692,3.802716,2.436936,0.984697
1989,2.463654,5.132543,0.540651,3.839695,2.404826,1.021278
1990,2.484855,5.120957,0.577996,3.870108,2.536248,1.157393
1991,2.606096,5.062957,0.615365,3.804398,2.406756,1.169093
1992,2.730788,5.174228,0.655447,3.677507,1.966505,1.178892
1993,2.921651,5.272851,0.677299,3.607869,1.866729,1.171892
1994,3.103739,5.364279,0.714064,3.589193,1.647665,1.226893
1995,3.361637,5.425260,0.760462,3.635528,1.619727,1.239195
1996,3.508818,5.612983,0.823621,3.720306,1.586822,1.251695
1997,3.515594,5.688143,0.858011,3.653909,1.482245,1.244395
1998,3.364588,5.733281,0.875772,3.644298,1.465253,1.204594
1999,3.557275,5.803918,0.960763,3.588962,1.494179,1.241195
2000,3.649227,6.010136,0.986445,3.600212,1.479142,1.263993
2001,3.728510,5.907740,1.000527,3.656921,1.515647,1.249393
2002,4.103046,5.946308,1.032140,3.657653,1.506788,1.278995
2003,4.841119,6.010145,1.067737,3.736442,1.537018,1.287495
2004,5.217351,6.112655,1.133828,3.743810,1.543957,1.282895
2005,5.882106,6.132183,1.194592,3.735485,1.562577,1.290296
2006,6.494331,6.052686,1.292485,3.752487,1.623002,1.267295
2007,6.983547,6.130123,1.392506,3.702452,1.623781,1.302996
2008,7.501498,5.915118,1.489438,3.625926,1.652065,1.232196
2009,7.891078,5.480726,1.612216,3.330551,1.545034,1.163393
2010,8.620576,5.679715,1.677337,3.424056,1.632783,1.214798
2011,9.532332,5.546116,1.764712,3.326834,1.685910,1.264797
2012,9.779292,5.344086,1.925700,3.257576,1.701268,1.305998
2013,9.956329,5.480157,1.995098,3.175110,1.640437,1.315298
2014,9.990257,5.528681,2.148344,3.038410,1.639959,1.263806
2015,9.863457,5.376473,2.234220,3.094754,1.638675,1.223199
2016,9.762714,5.252932,2.354658,3.093282,1.634885,1.203184
2017,10.006343,5.212162,2.426607,3.117226,1.666121,1.187484
2018,10.332992,5.377797,2.593058,3.049868,1.712494,1.142481
2019,10.713985,5.262145,2.612888,2.904708,1.705031,1.105478
2020,10.905693,4.714628,2.421552,2.627392,1.632929,1.040483
2021,11.447913,5.032213,2.674222,2.801144,1.711993,1.061905
2022,11.350538,5.078871,2.831166,2.740078,1.802190,1.032687
2023,11.902503,4.911391,3.062324,2.510622,1.815925,0.988785
