"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,367.707217,375.697309,30.439645,2.117340,0.013560,-40.560637
2001,376.027492,374.051661,30.776897,2.024317,0.013840,-30.839222
2002,386.011610,380.191595,32.896473,2.084553,0.015690,-29.176700
2003,386.307871,396.480456,32.794420,2.036501,0.015840,-45.019345
2004,406.325057,407.770422,32.622893,2.068667,0.016010,-36.152934
2005,424.026066,402.221073,34.410098,1.947464,0.016190,-14.568758
2006,409.431873,392.223771,35.180918,1.713013,0.016380,-19.702209
2007,419.263005,413.231975,34.323540,1.900144,0.016580,-30.209233
2008,429.911129,410.116085,33.758759,2.079109,0.016810,-16.059633
2009,427.308188,427.687977,32.448452,1.894800,0.017050,-34.740091
2010,414.679740,404.956171,33.857148,2.060246,0.017300,-26.211126
2011,406.203357,401.620633,34.963597,2.162565,0.021150,-32.564588
2012,410.499940,408.981396,34.363397,2.177455,0.021480,-35.043788
2013,391.561363,399.744199,35.199799,2.173529,0.021810,-45.577974
2014,398.876905,398.295709,36.076027,2.301536,0.022160,-37.818527
2015,412.950553,388.877267,36.191803,2.193836,0.022500,-14.334853
2016,391.928471,385.366556,36.137552,2.073973,0.022830,-31.672440
2017,400.321012,384.628204,28.056742,2.307792,0.023160,-14.694887
2018,405.320586,388.708681,24.974561,2.245798,0.026800,-10.635254
2019,376.654711,391.337580,20.139589,2.237045,0.027200,-37.086703
2020,339.397831,366.552549,17.890556,2.257507,0.027580,-47.330361
2021,365.126531,378.873475,20.938452,2.372131,0.028330,-37.085857
2022,335.392324,365.729709,23.895586,2.445373,0.028910,-56.707254
