"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1965,0.128140,1.275223,182272.167970,19187194
1966,0.128235,1.283144,190362.061220,19789771
1967,0.133760,1.336157,204061.605650,20410677
1968,0.137954,1.410149,212537.001820,21050540
1969,0.143143,1.451933,222560.077860,21704214
1970,0.149618,1.517320,234241.410200,22368306
1971,0.168403,1.634495,244264.484000,23031441
1972,0.171554,1.688506,248306.598780,23698507
1973,0.173352,1.816577,259659.098700,24382513
1974,0.176544,1.868740,275527.102130,25077016
1975,0.185001,1.992268,280198.496050,25777964
1976,0.192905,2.079367,286502.599130,26480300
1977,0.199735,2.130336,286233.318390,27199838
1978,0.201876,2.109625,294861.797790,27943445
1979,0.218667,2.178353,306038.546280,28697014
1980,0.228198,2.325111,326300.140440,29463549
1981,0.257075,2.706934,343792.353020,30232561
1982,0.280433,2.911376,342474.261000,31022417
1983,0.291902,2.950031,336150.323800,31865176
1984,0.315593,3.223878,353291.033520,32768207.000000
1985,0.323861,3.292402,349010.808450,33752964
1986,0.330497,3.354124,349073.169550,34877834
1987,0.328665,3.407223,356406.249790,36119333
1988,0.342655,3.752279,371375.666430,37393853
1989,0.340711,3.584598,380269.314460,38668684
1990,0.312930,3.706808,379060.989450,39877570
1991,0.326027,3.680093,375201.153020,40910959
1992,0.301325,3.697337,367182.979630,41760755
1993,0.320345,3.690929,371712.373300,42525440
1994,0.338698,3.849512,383733.939430,43267982
1995,0.361694,4.023059,395689.826060,43986084
1996,0.363732,4.103146,412730.990760,44661603
1997,0.385223,4.195954,423655.229830,45285048
1998,0.377262,4.122092,425847.099180,45852166
1999,0.374891,4.261481,435889.081090,46364681
2000,0.378307,4.267379,453998.357540,46813266
2001,0.371624,4.289531,466417.296570,47229714
2002,0.356523,4.180049,483524.678870,47661514
2003,0.404410,4.528647,497784.197390,48104048
2004,0.449307,4.941986,520455.984160,48556071
2005,0.416201,4.677557,547921.057450,49017147
2006,0.446770,4.773818,578624.788930,49491756
2007,0.465045,4.903903,609641.769850,49996094
2008,0.494698,5.254906,629095.752720,50565812
2009,0.474523,5.231570,619419.625730,51170779
2010,0.463000,5.270358,638248.591800,51784921
2011,0.465908,5.206369,659209.738770,52443325
2012,0.458965,5.125792,673800.383440,53145033
2013,0.458647,5.148439,690545.574520,53873616
2014,0.471965,5.208124,703300.009650,54729551
2015,0.446349,5.103728,711695.517790,55876504
2016,0.457090,5.336781,714535.903980,56422274
2017,0.439996,5.316974,724643.107970,56641209
2018,0.434581,5.116227,730346.389370,57339635
2019,0.464114,5.348520,731460.819600,58087055
2020,0.434067,5.014426,680553.964900,58801927
2021,0.425918,5.061933,714000.385540,59392255
2022,0.405312,4.871755,727824.244550,59893885
2023,0.401893,4.853099,738014.313510,60414495
