"Year","Living biomass (gains)","Living biomass (losses)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
1990,-69.879278,53.447191,-3.804218,-0.336796,-0.216617,
1991,-70.719695,42.630205,-3.842360,-0.359774,-0.231396,
1992,-71.529606,44.794735,-3.880501,-0.382752,-0.246174,
1993,-72.258899,55.637109,-3.918643,-0.405730,-0.260953,
1994,-73.006003,46.355662,-3.956784,-0.428709,-0.275732,
1995,-73.767688,44.210476,-3.994925,-0.451687,-0.352262,
1996,-74.510119,45.244006,-4.032626,-0.483875,-0.377365,
1997,-75.183676,53.315154,-4.070326,-0.516064,-0.402468,
1998,-75.780662,55.432961,-4.108027,-0.548253,-0.427572,
1999,-76.482434,50.857592,-4.145728,-0.580441,-0.452675,
2000,-77.214667,52.446788,-4.183428,-0.612630,-0.572316,
2001,-77.901923,47.464996,-4.221165,-0.644051,-0.601670,
2002,-78.567216,44.746438,-4.258903,-0.675473,-0.631023,
2003,-79.221290,51.389337,-4.296640,-0.706894,-0.660377,
2004,-79.867901,47.808203,-4.334377,-0.738316,-0.689731,
2005,-80.505259,47.546435,-4.372045,-0.771191,-0.875002,
2006,-81.125220,48.041025,-7.106870,-0.756737,-0.858603,
2007,-81.413985,63.650155,-9.219978,-0.742283,-0.842204,
2008,-81.689604,51.688378,-5.489370,-0.727830,-0.825804,
2009,-81.990537,50.035607,-4.690130,-0.713376,-0.809405,
2010,-82.333439,47.430645,-3.664368,-0.698922,-0.939897,
2011,-82.682325,51.005524,-3.798665,-0.684468,-0.920460,
2012,-82.996780,55.833415,-4.688568,-0.670015,-0.901023,
2013,-83.276890,46.138736,-2.078336,-0.655561,-0.881586,
2014,-83.530559,45.464406,-1.955936,-0.641107,-0.862149,
2015,-83.790722,45.059454,-2.004250,-0.626654,-0.904493,
2016,-84.041587,46.307519,-1.981665,-0.680374,-0.982032,
2017,-86.474405,61.364252,-5.058466,-0.734095,-1.059570,
2018,-88.667167,45.582174,-0.722814,-0.787815,-1.137109,
2019,-90.942522,51.066962,-1.091096,-0.841536,-1.214648,
2020,-93.202628,56.813182,-1.528698,-0.895256,-1.292186,
2021,-95.337270,57.885389,-2.536399,-0.974398,-1.330631,
2022,-97.352434,57.659803,-1.709325,-1.053539,-1.438706,
2023,-99.155612,50.119392,-1.158226,-1.132680,-1.546781,
2024,-100.995606,46.655854,-0.595552,-1.255877,-1.654856,
