"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-13.068786,2.120648,-0.139060,0.265124,1.531365,0,-0.921731,0
1991,-14.094344,2.115758,-0.137659,0.264745,1.515673,0,-0.590435,0
1992,-13.866969,2.112267,-0.134622,0.275297,1.521374,0,-0.494473,0
1993,-15.354977,2.112761,-0.132518,0.265212,1.497313,0,-0.727712,0
1994,-13.922607,2.114553,-0.126863,0.261398,1.523339,0,-1.007908,0
1995,-16.404962,2.193051,-0.093573,0.273407,1.639045,0,-0.821643,0
1996,-12.431252,2.170663,0.030963,0.285000,1.739421,0,-0.644157,0
1997,-15.380305,2.269072,0.061493,0.329629,1.756677,0,-0.708295,0
1998,-16.405046,2.278514,0.029813,0.326343,1.775940,0,-0.865233,0
1999,-21.298738,2.214621,0.055110,0.317261,1.769887,0,-0.536891,0
2000,-19.170305,2.183262,0.041293,0.319823,1.996943,0,-0.532353,0
2001,-23.722588,2.265070,-0.059910,0.318772,1.946544,0,-0.348125,0
2002,-24.848073,2.192638,-0.099633,0.281397,1.922657,0,-0.132281,0
2003,-23.992123,2.197725,-0.039345,0.312150,1.672784,0,-0.197533,0
2004,-24.308957,2.202144,-0.109116,0.314173,1.585580,0,-0.480895,0
2005,-25.979994,2.210574,0.044847,0.327249,1.352797,0,-0.422091,0
2006,-21.478035,2.300280,0.134713,0.333680,1.376527,0,-0.361644,0
2007,-23.267149,2.289219,0.227678,0.309587,1.275485,0,-0.246677,0
2008,-28.789194,2.282543,0.283681,0.353690,1.397175,0,0.062602,0
2009,-28.101521,2.326077,0.505189,0.340353,1.441707,0,0.697330,0
2010,-30.185182,2.378039,0.334712,0.317709,1.655488,0,0.082404,0
2011,-28.988696,2.319443,0.358592,0.321430,1.537036,0,0.163289,0
2012,-28.530384,2.340083,0.480073,0.310601,1.595415,0,0.405525,0
2013,-25.277173,2.545777,0.353601,0.300209,1.537090,0,0.546304,0
2014,-23.106991,2.486289,0.132393,0.301202,1.822976,0,0.211518,0
2015,-19.908245,2.563711,0.391853,0.300796,2.261934,0,0.083397,0
2016,-18.620083,2.554569,0.262675,0.297605,2.219881,0,-0.236385,0
2017,-19.462531,2.568692,-0.016387,0.383164,2.128945,0,-0.382084,0
2018,-14.540440,2.467702,0.036001,0.389489,2.167825,0,-0.473957,0
2019,-12.040079,2.426128,0.257057,0.396597,2.239441,0,-0.450606,0
2020,-19.729562,2.320697,-0.030587,0.378139,1.477696,0,-0.295442,0
2021,-8.467310,2.353420,0.097831,0.404040,1.589387,0,-0.513699,0
2022,-12.923481,2.331298,0.095246,0.381522,1.494942,0,-0.434781,0
2023,-16.376963,2.348572,0.018913,0.369973,1.492083,0,-0.167292,0
2024,-19.050800,2.357914,-0.055117,0.349343,1.292211,0,-0.342239,0
