"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,64.994331,57.157653,9.427669,6.402501,1.178793,-9.172286
1991,54.668521,50.768433,7.225065,5.505261,1.193402,-10.023640
1992,49.253808,47.266096,6.844379,4.563318,1.188590,-10.608575
1993,45.818864,43.313972,7.886832,3.826586,1.192451,-10.400978
1994,43.951036,40.818136,8.171047,3.669430,1.115251,-9.822828
1995,45.052620,40.441602,9.028620,3.718749,1.118287,-9.254637
1996,45.045803,40.071158,9.405442,3.615466,1.121378,-9.167641
1997,45.129473,39.938539,9.445583,3.555313,1.145804,-8.955766
1998,43.439617,39.469790,9.555641,3.201586,1.172702,-9.960102
1999,43.080154,38.707297,9.171963,3.012723,1.191335,-9.003163
2000,41.132809,37.834460,8.191620,2.956640,1.245215,-9.095127
2001,44.289738,39.715891,8.381918,3.117335,1.271560,-8.196966
2002,42.484979,37.395938,9.315950,3.161332,1.339889,-8.728130
2003,43.230477,38.148265,8.872468,2.953146,1.373926,-8.117328
2004,43.856584,37.664701,10.099169,2.814695,1.406750,-8.128732
2005,47.950673,38.067164,9.585071,2.937263,1.408387,-4.047212
2006,44.273324,37.199065,10.412724,2.437121,1.473622,-7.249207
2007,43.009607,35.426799,10.245826,2.553120,1.433474,-6.649612
2008,44.595381,35.937710,10.129734,2.679259,1.458245,-5.609567
2009,40.526482,33.300070,8.631045,2.429257,1.511530,-5.345421
2010,42.641419,33.589407,8.998015,2.946287,1.555115,-4.447405
2011,40.755596,33.033607,8.626829,2.254315,1.609140,-4.768295
2012,37.305296,30.692194,8.550703,2.242350,1.634870,-5.814821
2013,36.485347,30.591002,8.270536,2.528392,1.655450,-6.560032
2014,36.663790,28.142940,8.503624,2.753772,1.644642,-4.381189
2015,36.595675,28.720383,8.691036,2.214857,1.748396,-4.778996
2016,37.283257,28.943423,8.889235,2.670676,1.698594,-4.918671
2017,38.461480,29.887004,9.174352,2.391082,1.737719,-4.728677
2018,39.042500,29.633962,9.201407,2.226798,1.749952,-3.769619
2019,35.899274,27.926785,8.350444,2.377947,1.738127,-4.494029
2020,30.939685,25.552282,7.794542,2.497559,1.787182,-6.691880
2021,34.684436,28.180451,9.206101,2.195123,1.759126,-6.656366
2022,31.189574,25.807658,7.536251,2.001261,1.770819,-5.926414
2023,29.458784,25.085578,7.274903,2.545671,1.707614,-7.154982
2024,28.881249,23.396017,6.802470,2.006990,1.666437,-4.990664
