"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1965,0.002274,0.031165,28349.942478,5337351
1966,0.002417,0.032805,28253.687155,5495761
1967,0.002589,0.035495,29559.310929,5658446
1968,0.003113,0.041911,30123.727763,5825663
1969,0.003589,0.044530,31530.276300,5997037
1970,0.004278,0.053183,33697.014605,6172215
1971,0.004219,0.058433,35817.435034,6350944
1972,0.004589,0.061053,37614.625234,6533630
1973,0.005256,0.065347,42862.122035,6720443
1974,0.006084,0.076276,47666.327110,6911123
1975,0.007355,0.077250,52896.349927,7105786
1976,0.008101,0.085049,56809.192175,7304349
1977,0.007472,0.101136,57720.890015,7506665
1978,0.010406,0.105782,61014.920164,7712718
1979,0.012140,0.110153,63293.246815,7922490
1980,0.013407,0.139745,65640.592680,8135845
1981,0.016653,0.154998,69324.909955,8352602.000000
1982,0.019235,0.170325,69751.150942,8572607
1983,0.019503,0.166820,69516.181098,8795873
1984,0.021190,0.185655,71341.170817,9022979
1985,0.019353,0.219486,74148.446896,9254311
1986,0.015194,0.230061,76717.529319,9490096
1987,0.015022,0.237115,76518.755192,9729376
1988,0.017169,0.273856,81026.067437,9969788
1989,0.020154,0.282411,81841.009754,10210185
1990,0.016458,0.291536,84852.688573,10449837
1991,0.016157,0.321979,88494.007974,10686279
1992,0.021960,0.320326,90365.046231,10914222
1993,0.024089,0.332033,92148.145660,11132829
1994,0.014307,0.361162,96072.044504,11347652
1995,0.023498,0.341346,98236.114165,11561683
1996,0.025300,0.388489,99937.315630,11775221
1997,0.019429,0.432796,104262.467500,11987838
1998,0.023090,0.435039,107668.231660,12199693
1999,0.021976,0.396831,102565.418790,12412046
2000,0.020927,0.374864,103685.229630,12626507
2001,0.023408,0.379739,107848.844710,12845521
2002,0.024827,0.374794,112267.171010,13070609
2003,0.027072,0.383787,115324.068370,13301184
2004,0.029258,0.410601,124793.351740,13534593
2005,0.030590,0.434609,131396.552680,13770012
2006,0.029690,0.459668,137182.634610,14009061
2007,0.034279,0.483309,140187.022070,14251835
2008,0.030314,0.515826,149098.894150,14496797
2009,0.033599,0.503298,149943.526850,14742766
2010,0.036276,0.558699,155229.484000,14989585
2011,0.038264,0.592719,167443.158550,15237728
2012,0.037409,0.626160,176890.238040,15483883
2013,0.039655,0.646233,185640.133590,15722989
2014,0.043731,0.678827,192673.794230,15957994
2015,0.041276,0.676966,192864.295840,16195902
2016,0.039357,0.674654,190499.039000,16439585
2017,0.039174,0.702395,195010.792570,16696944
2018,0.038429,0.742969,197525.050990,17015672
2019,0.040062,0.760799,197548.961600,17343740
2020,0.032909,0.658305,182238.673350,17588595
2021,0.038204,0.765349,189956.363760,17797737
2022,0.040522,0.801823,195383.767000,18001000
2023,0.043173,0.843516,200607.711350,18190484
