"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-6.497111,0.113375,-0.004934,0.086350,0.272137,0,-0.317852,0
1991,-8.161173,0.125828,0.008256,0.076233,0.248881,0,0.176239,0
1992,-8.310798,0.127415,0.007948,0.072792,0.241191,0,0.252828,0
1993,-8.248133,0.129003,0.006324,0.069350,0.233501,0,0.066403,0
1994,-8.426642,0.130590,0.001360,0.065908,0.225870,0,-0.045493,0
1995,-8.900352,0.132178,-0.002161,0.062467,0.218193,0,-0.055094,0
1996,-8.563185,0.133766,-0.002803,0.059025,0.210561,0,-0.012268,0
1997,-8.070890,0.135353,-0.006594,0.055583,0.201706,0,0.119968,0
1998,-7.718035,0.136941,-0.000681,0.052141,0.196067,0,0.003678,0
1999,-8.490988,0.138528,-0.010455,0.048700,0.188556,0,-0.058260,0
2000,-6.901608,0.140116,0.002639,0.045258,0.183823,0,-0.069663,0
2001,-8.160051,0.141703,-0.002242,0.041060,0.330572,0,-0.306125,0
2002,-8.492560,0.143291,-0.014410,0.037361,0.380580,0,-0.302334,0
2003,-7.767898,0.144878,-0.016712,0.033662,0.427115,0,-0.190820,0
2004,-8.193834,0.148315,-0.029076,0.029963,0.479168,0,-0.180304,0
2005,-8.307984,0.149301,-0.024439,0.026265,0.521830,0,-0.348720,0
2006,-8.161679,0.150742,-0.041325,0.022566,0.565505,0,-0.322965,0
2007,-7.249651,0.361121,-0.049880,0.019710,0.628524,0,-0.309349,0
2008,-7.502181,0.381041,-0.079954,0.016297,0.674581,0,-0.325337,0
2009,-7.897918,0.420598,-0.072781,0.012885,0.770574,0,-0.178970,0
2010,-7.772408,0.430195,-0.086562,0.009473,0.770732,0,-0.249156,0
2011,-6.534115,0.454903,-0.084531,0.009503,0.821576,0,-0.268763,0
2012,-6.053635,0.472624,-0.110184,0.009532,0.867179,0,-0.319828,0
2013,-6.650121,0.284968,-0.138002,0.010430,0.767882,0,-0.426180,0
2014,-6.378785,0.277682,-0.146570,0.010755,0.765809,0,-0.538606,0
2015,-5.877924,0.332116,-0.174840,0.011081,0.782248,0,-0.764147,0
2016,-5.770969,0.273618,-0.213763,0.011406,0.770544,0,-0.780075,0
2017,-4.667622,0.273220,-0.185218,0.011731,0.774570,0,-1.029348,0
2018,-5.572419,0.263434,-0.220443,0.012056,0.778337,0,-0.761658,0
2019,-5.819884,0.260949,-0.222595,0.012381,0.782889,0,-0.752165,0
2020,-5.839100,0.257584,-0.217157,0.012706,0.786356,0,-0.629538,0
2021,-5.915414,0.254492,-0.214350,0.013288,0.736696,0,-0.656282,0
2022,-5.228223,0.254434,-0.203148,0.013871,0.686926,0,-0.393251,0
2023,-5.879419,0.248500,-0.199381,0.014453,0.638607,0,-0.391428,0
2024,-4.678143,0.248202,-0.190846,0.015035,0.587954,0,-0.387736,0
