"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,,,
1962,,,,,,
1963,,,,,,
1964,,,,,,
1965,,,,,,
1966,,,,,,
1967,,,,,,
1968,,,,,,
1969,,,,,,
1970,,,,,,
1971,,,,,,
1972,,,,,,
1973,,,,,,
1974,,,,,,
1975,,,,,,
1976,,,,,,
1977,,,,,,
1978,,,,,,
1979,,,,,,
1980,,,,,,
1981,,,,,,
1982,,,,,,
1983,,,,,,
1984,,,,,,
1985,,,,,,
1986,,,,,,
1987,,,,,,
1988,,,,,,
1989,,,,,,
1990,0,,,,,
1991,0,,,,,
1992,0,,,,,
1993,0,,,,,
1994,0,,,,,
1995,0,,,,,
1996,0,,,,,
1997,0,,,,,
1998,0,,,,,
1999,0,,,,,
2000,0,,,,,
2001,0,,,,,
2002,0,,,,,
2003,0,,,,,
2004,0,,,,,
2005,0,,,,,
2006,0,,,0,,
2007,0,,,0,,
2008,0,,,0,,
2009,0,,,0,,
2010,0,,,0,,
2011,0,,,0,,
2012,0,,,0,,
2013,0,,,0,,
2014,0,,,0,,
2015,0,,,0,,
2016,0,,,0,,
2017,0,,,0,,
2018,0,,,0,,
2019,0,,,0,,
2020,0,,,0,,
2021,0,,,0,,
2022,0,,,0,,
2023,0,,,0,,
