"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,11.812768,10.206633,1.598441,0.006052,,0.001643
1991,12.356123,10.894192,1.521601,0.006477,,-0.066146
1992,11.719436,10.733742,1.450288,0.007138,,-0.471732
1993,11.739894,10.900586,1.430905,0.006893,,-0.598490
1994,11.073621,10.182617,1.334760,0.007007,,-0.450764
1995,8.605065,8.152407,0.975796,0.006656,,-0.529794
1996,8.620663,8.258999,0.920562,0.006554,,-0.565451
1997,7.897284,7.731766,0.809904,0.006931,,-0.651317
1998,7.113156,6.998553,0.650428,0.007363,,-0.543187
1999,7.514955,7.426022,0.689555,0.006658,,-0.607280
2000,8.090318,7.983544,0.714239,0.007330,,-0.614795
2001,8.619318,8.541019,0.662242,0.006914,,-0.590856
2002,9.369805,9.298312,0.673737,0.007710,,-0.609954
2003,9.866853,9.822694,0.625336,0.006722,,-0.587899
2004,11.184890,11.133123,0.675878,0.007398,,-0.631509
2005,11.490305,11.419609,0.647593,0.008405,,-0.585302
2006,11.402671,11.198370,0.700122,0.007542,,-0.503362
2007,10.893751,10.603939,0.692596,0.007251,,-0.410036
2008,10.737315,10.521888,0.635188,0.007051,,-0.426811
2009,10.177653,10.043590,0.564674,0.008191,,-0.438802
2010,10.967453,10.591658,0.588794,0.007612,,-0.220611
2011,10.767993,10.482432,0.594513,0.009100,,-0.318052
2012,10.441289,10.285230,0.559981,0.009014,,-0.412937
2013,9.743394,9.771109,0.539413,0.009627,,-0.576754
2014,9.295848,9.248836,0.545113,0.009743,,-0.507844
2015,8.874342,8.787143,0.538521,0.009910,,-0.461231
2016,8.511887,8.506422,0.561055,0.009602,,-0.565192
2017,8.770928,8.672528,0.567623,0.010610,,-0.479833
2018,9.214982,8.973231,0.572233,0.012006,,-0.342487
2019,9.289138,9.148305,0.591441,0.011833,,-0.462441
2020,7.525768,7.490482,0.570630,0.011680,,-0.547024
2021,7.707960,7.904040,0.498812,0.011314,,-0.706205
2022,6.520937,6.780581,0.477889,0.010133,,-0.747666
2023,6.145147,6.455521,0.358417,0.009264,,-0.678055
2024,5.887936,6.238946,0.276140,0.010317,,-0.637467
