"Year","Coal","Oil","Gas","Cement"
1900,1.882645,0.067303,0.011542,0.001395
1901,1.936356,0.074746,0.012861,0.001666
1902,1.980299,0.080803,0.013696,0.002158
1903,2.161955,0.085560,0.014528,0.002548
1904,2.174434,0.096073,0.015165,0.002749
1905,2.320898,0.097010,0.017170,0.003512
1906,2.425449,0.097878,0.019027,0.004497
1907,2.758979,0.119410,0.019877,0.004630
1908,2.635282,0.128779,0.019676,0.004824
1909,2.740823,0.134358,0.023523,0.006060
1910,2.871834,0.144094,0.024915,0.007083
1911,2.909144,0.152815,0.025718,0.007258
1912,3.058476,0.157161,0.028315,0.007629
1913,3.302354,0.181957,0.029598,0.008516
1914,2.971226,0.186003,0.030136,0.008111
1915,2.908266,0.197563,0.031866,0.007915
1916,3.135505,0.215195,0.038377,0.008441
1917,3.265621,0.239365,0.040509,0.008509
1918,3.215897,0.245023,0.036519,0.006519
1919,2.720155,0.273411,0.037948,0.007399
1920,3.132616,0.361039,0.041685,0.009070
1921,2.672104,0.397270,0.034992,0.008940
1922,2.773434,0.438308,0.040107,0.010448
1923,3.149715,0.485534,0.052526,0.012507
1924,3.155952,0.484185,0.059709,0.013582
1925,3.153677,0.505524,0.063923,0.014429
1926,3.084044,0.506470,0.069145,0.014740
1927,3.364399,0.554148,0.076017,0.015448
1928,3.307581,0.567589,0.082623,0.035583
1929,3.523883,0.621698,0.102895,0.036873
1930,3.216251,0.599784,0.104225,0.035561
1931,2.833196,0.580507,0.092889,0.030894
1932,2.522370,0.555986,0.088220,0.024694
1933,2.638807,0.607577,0.090919,0.023839
1934,2.880470,0.643636,0.101952,0.028514
1935,2.998369,0.691960,0.111374,0.032058
1936,3.287721,0.753446,0.125532,0.038736
1937,3.465992,0.846626,0.140578,0.040804
1938,3.230586,0.822813,0.135497,0.038521
1939,3.435781,0.854500,0.141331,0.035659
1940,3.795503,0.900980,0.153520,0.031431
1941,3.885963,0.912337,0.153463,0.043293
1942,3.910556,0.863507,0.166049,0.038376
1943,3.926686,0.926591,0.182900,0.034769
1944,3.869107,1.068786,0.197601,0.022664
1945,2.999876,1.045789,0.216700,0.022986
1946,3.236011,1.108431,0.223837,0.036306
1947,3.623154,1.246469,0.247893,0.043141
1948,3.740727,1.370552,0.280127,0.051635
1949,3.547274,1.293929,0.300460,0.058189
1950,3.879955,1.551783,0.353156,0.066900
1951,4.084146,1.720176,0.416186,0.075766
1952,4.030056,1.819094,0.447086,0.080746
1953,4.061101,1.938059,0.474530,0.089546
1954,4.053676,2.054232,0.501356,0.097134
1955,4.386083,2.299538,0.547242,0.107436
1956,4.608297,2.499033,0.587242,0.116488
1957,4.691583,2.612050,0.646687,0.122452
1958,4.761458,2.719235,0.705853,0.129694
1959,4.953932,2.897693,0.758260,0.145245
1960,5.158323,3.119970,0.834618,0.157394
1961,4.944186,3.309097,0.882126,0.164144
1962,4.928587,3.558261,0.967820,0.176364
1963,5.107931,3.803658,1.046950,0.185981
1964,5.213215,4.104341,1.152992,0.206150
1965,5.289088,4.409442,1.230667,0.216431
1966,5.349978,4.758873,1.339980,0.233008
1967,5.261868,5.074540,1.433099,0.239881
1968,5.319659,5.528198,1.559751,0.255273
1969,5.518273,5.978462,1.708720,0.270599
1970,5.698858,6.799016,1.790936,0.288231
1971,5.700055,7.201027,1.933588,0.303058
1972,5.691284,7.764705,2.052349,0.321256
1973,5.860898,8.219691,2.202723,0.340161
1974,5.857693,8.099290,2.256540,0.340611
1975,6.018315,8.005122,2.241266,0.339876
1976,6.226340,8.475642,2.359009,0.356053
1977,6.375024,8.767406,2.411721,0.372710
1978,6.510128,9.133722,2.541737,0.397889
1979,6.799882,9.224317,2.668065,0.403703
1980,6.984990,8.912475,2.741514,0.406156
1981,6.942942,8.483404,2.763373,0.406189
1982,7.066997,8.276258,2.701498,0.404047
1983,7.269239,8.214693,2.743120,0.413275
1984,7.586115,8.238706,2.972027,0.421117
1985,8.144824,8.247613,3.089700,0.425741
1986,8.261466,8.490594,3.014606,0.441784
1987,8.549230,8.579333,3.281567,0.458382
1988,8.836429,8.889340,3.435978,0.481929
1989,8.827797,9.037386,3.604958,0.492073
