"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,22.728988,343.961150,51798921.597000,5316175862
1991,23.186101,346.711963,52382575.284000,5406245867
1992,22.528172,348.753447,53225757.737000,5492686093
1993,22.755787,351.555278,54089903.421000,5577433523
1994,22.992947,356.030911,55605115.435000,5660727993
1995,23.532083,363.806673,57329440.685000,5743219454
1996,24.258167,374.294650,59460667.205000,5825145298
1997,24.401906,378.083834,61780309.955000,5906481261
1998,24.303777,380.274413,63313033.380000,5987312480
1999,24.853728,386.743060,65484845.480000,6067758458
2000,25.510553,397.325008,68562480.758000,6148898975
2001,25.706293,401.204052,70151849.306000,6230746982
2002,26.276869,409.714172,71988652.462000,6312407360
2003,27.669490,424.116780,74594395.763000,6393898365
2004,28.632506,445.424288,78408445.037000,6475751478
2005,29.614394,460.349570,81973354.376000,6558176119
2006,30.628396,473.359317,86185014.930000,6641416218
2007,31.534644,487.881357,90598493.468000,6725948544
2008,32.074199,493.670604,93061615.979000,6811597272
2009,31.541922,485.828909,92416823.676000,6898305908
2010,33.355903,509.247144,97058860.621000,6985603105
2011,34.504538,520.948586,100787138.910000,7073125425
2012,35.000020,528.281256,103881281.930000,7161697921
2013,35.301656,537.477178,107259832.140000,7250593370
2014,35.450095,543.207637,110826998.810000,7339013419
2015,35.404897,547.327784,114476948.940000,7426597537
2016,35.416656,552.987841,118166170.320000,7513474238
2017,35.989898,566.107432,122581865.980000,7599822404
2018,36.730427,581.466395,126834978.180000,7683789828
2019,37.104278,588.047730,130413790.840000,7764951032
2020,35.126526,567.603829,126207941.350000,7840952880
2021,36.991736,596.624528,133699892.270000,7909295151
2022,37.293836,607.349529,138316579.490000,7975105156
2023,37.791569,619.628657,142665975.490000,8045311447
