"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,34.913701,30.148491,2.175271,0.451713,0.095586,2.042639
1991,35.594076,31.204127,2.076711,0.414774,0.095702,1.802763
1992,35.387044,31.146073,1.987701,0.373687,0.096410,1.783173
1993,35.762159,31.306274,1.952446,0.457175,0.097146,1.949118
1994,36.724477,32.290754,2.189490,0.368361,0.097744,1.778128
1995,38.529682,33.169795,2.102787,0.580862,0.098160,2.578077
1996,40.152372,34.683896,2.184639,0.571220,0.098185,2.614431
1997,40.997105,35.765962,2.513146,0.506121,0.082529,2.129346
1998,42.803741,37.889822,2.402020,0.400952,0.064744,2.046203
1999,44.091965,39.574443,2.353989,0.486761,0.071990,1.604781
2000,47.499420,41.847929,2.905690,0.458227,0.076748,2.210826
2001,51.553433,43.924807,3.153357,0.468919,0.085298,3.921053
2002,49.710759,42.716413,2.908949,0.354705,0.108260,3.622432
2003,49.066225,42.676646,2.381601,0.465243,0.153176,3.389560
2004,48.569050,43.139532,2.550329,0.307653,0.143640,2.427896
2005,50.198900,44.945165,2.647612,0.327548,0.128496,2.150079
2006,47.919537,44.457516,2.587927,0.319612,0.126036,0.428446
2007,47.601055,44.374811,2.640450,0.427667,0.083070,0.075058
2008,46.458158,44.481355,2.351426,0.329181,0.068010,-0.771815
2009,41.200972,40.048135,1.537215,0.396343,0.069481,-0.850202
2010,41.611069,39.732947,1.343219,0.526177,0.061016,-0.052290
2011,37.399608,36.241352,1.212519,0.430944,0.043824,-0.529031
2012,37.156557,36.337506,1.436298,0.275747,0.047595,-0.940589
2013,36.432630,35.200694,1.349692,0.562783,0.044555,-0.725094
2014,35.819514,34.543802,1.699558,0.445625,0.041125,-0.910596
2015,37.794950,36.188582,1.884543,0.465412,0.041849,-0.785435
2016,39.219550,37.666070,2.024089,0.515387,0.024650,-1.010645
2017,38.835198,36.346904,2.100311,0.416735,0.027038,-0.055790
2018,37.954635,36.029471,2.154286,0.551486,0.023491,-0.804098
2019,36.178517,34.453069,2.122036,0.439985,0.031974,-0.868546
2020,34.388613,32.399726,1.971488,0.509661,0.030755,-0.523018
2021,36.415858,34.256186,2.329896,0.703810,0.034162,-0.908196
2022,35.179067,33.571396,2.142756,0.767883,0.035968,-1.338936
2023,32.447954,30.751509,1.999612,0.597026,0.034668,-0.934861
2024,31.317570,30.280281,1.718815,0.625639,0.014511,-1.321675
