"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-13.531921,0.396039,0.812295,0.066078,1.144555,0.514180,-3.122266,0
1991,-19.877273,0.389443,0.807822,0.066056,1.153011,0.524761,-2.098462,0
1992,-14.584249,0.382867,0.803310,0.066032,1.184907,0.535320,-1.839710,0
1993,-16.940345,0.376318,0.798781,0.066008,1.216803,0.545879,-1.667225,0
1994,-13.475886,0.381345,0.799321,0.066030,1.240714,0.546375,-2.603776,0
1995,-18.413321,0.351109,0.595444,0.053030,1.195049,0.427651,-2.569367,0
1996,-14.561947,0.322829,0.598044,0.057662,1.220847,0.424068,-2.964427,0
1997,-22.186643,0.295247,0.600610,0.057704,1.222400,0.420484,-2.685746,0
1998,-20.565966,0.273066,0.603183,0.057747,1.215873,0.416908,-2.595033,0
1999,-22.535355,0.237934,0.603440,0.057774,1.229810,0.418175,-1.943114,0
2000,-18.648322,0.195145,0.603585,0.057795,1.238497,0.419386,-1.888838,0
2001,-24.136625,0.118535,0.603730,0.057816,1.251124,0.420597,-2.701184,0
2002,-14.989152,0.098158,0.858477,0.069173,1.368745,0.382738,-3.635338,0
2003,-9.480080,0.095235,0.854047,0.069792,1.377556,0.384087,-4.223325,0
2004,-15.097784,0.089753,0.852970,0.069198,1.384890,0.375290,-3.448421,0
2005,-14.511678,0.095897,0.855623,0.069179,1.396361,0.366268,-3.461329,0
2006,-7.414321,0.084944,0.856798,0.060687,1.413773,0.357247,-3.802888,0
2007,-5.649681,0.051239,0.864641,0.062442,1.399239,0.348226,-5.045276,0
2008,-7.835816,0.107619,0.893436,0.072412,1.420676,0.339206,-4.755206,0
2009,-11.136441,0.079341,0.693452,0.103929,1.413730,0.507258,-1.126423,0
2010,-12.031043,0.084092,0.685419,0.104389,1.408818,0.506279,-2.451703,0
2011,-11.068836,0.082220,0.681249,0.108134,1.389076,0.505301,-2.687232,0
2012,-9.805643,0.069961,0.675102,0.105015,1.390346,0.504247,-2.055091,0
2013,-6.578275,0.085602,0.678623,0.131177,1.339218,0.503193,-1.138109,0
2014,-11.137168,0.107383,0.679699,0.105983,1.332591,0.502140,-1.371920,0
2015,-5.527901,0.148473,0.709070,0.095504,1.283779,0.505467,-1.254203,0
2016,-9.724932,0.218525,0.683810,0.110909,1.262346,0.508728,-1.137408,0
2017,-5.459230,0.281190,0.663137,0.094790,1.202806,0.511990,-1.719262,0
2018,1.067199,0.310007,0.622335,0.094693,1.177245,0.515251,-1.969319,0
2019,4.232142,0.333354,0.618711,0.091894,1.167894,0.518846,-1.461696,0
2020,-4.045284,0.378734,0.620687,0.092068,1.144027,0.522444,-0.121714,0
2021,-4.782567,0.464645,0.607466,0.090854,1.111996,0.526041,-1.889395,0
2022,-1.563685,0.490491,0.608572,0.090916,1.082478,0.529577,-1.991826,0
2023,4.917577,0.442719,0.616387,0.093320,1.062970,0.533110,-0.968440,0
2024,2.678903,0.473721,0.604225,0.093072,1.040354,0.536643,-2.022639,0
