"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,48.304713,50.941704,11.191454,0.085923,0.027920,-13.942288
1991,46.610849,54.662161,11.096524,0.086634,0.024365,-19.258836
1992,46.491728,49.934445,10.135516,0.090309,0.011127,-13.679669
1993,44.904091,50.524562,10.116359,0.087862,0.010796,-15.835489
1994,47.549073,50.000241,10.731441,0.083258,0.010788,-13.276655
1995,45.208389,52.506068,11.196380,0.084221,0.011110,-18.589390
1996,52.066218,56.581034,10.523223,0.080147,0.011433,-15.129619
1997,44.529938,55.448345,11.480448,0.089713,0.011755,-22.500324
1998,45.844536,55.304838,11.252131,0.092473,0.012078,-20.816984
1999,43.229003,54.192756,11.091877,0.085841,0.012400,-22.153871
2000,47.687809,53.718078,12.113769,0.089333,0.012400,-18.245772
2001,45.341884,57.862847,11.983531,0.092168,0.012400,-24.609062
2002,55.673941,59.073645,12.561802,0.096531,0.012400,-16.070437
2003,65.984399,64.544539,12.480117,0.093935,0.012400,-11.146592
2004,61.436120,64.685997,12.644102,0.090569,0.012400,-15.996948
2005,63.421168,65.191097,13.534824,0.095543,0.012400,-15.412696
2006,67.863458,62.379450,14.037845,0.103040,0.010260,-8.667137
2007,65.671649,58.984964,14.760965,0.109919,0.008208,-8.192406
2008,63.297318,58.074872,15.074575,0.124672,0.006156,-9.982957
2009,57.435935,54.968276,12.029701,0.126083,0.004104,-9.692229
2010,59.938945,57.812639,13.933128,0.112350,0.002052,-11.921223
2011,58.602251,55.628762,14.061911,0.125992,0.002052,-11.216466
2012,57.773990,53.380249,13.600154,0.133665,0.002052,-9.342130
2013,62.458742,53.571310,13.960724,0.127210,0.002052,-5.202554
2014,53.971431,49.879484,13.960529,0.132776,0.002052,-10.003410
2015,61.902427,51.639810,14.376317,0.145485,0.002052,-4.261238
2016,58.714911,52.825921,14.033406,0.151607,0.002052,-8.298075
2017,64.780412,54.505217,14.764437,0.150707,0.002052,-4.642001
2018,68.086137,53.250283,13.075595,0.154825,0.002052,1.603381
2019,73.082204,53.572509,14.067251,0.150776,0.002052,5.289616
2020,60.377833,48.651076,13.193822,0.148945,0.002052,-1.618061
2021,61.453905,50.498175,14.881009,0.149289,0.002052,-4.076619
2022,60.257133,46.938918,14.123922,0.149169,0.002052,-0.956928
2023,63.144320,43.092123,13.405661,0.147512,0.002052,6.496972
2024,58.033569,41.633176,13.049442,0.141739,0.002052,3.207160
