"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.458015,10.830895,962949.940750,27657204
1991,0.449756,10.874980,942861.982210,28015761
1992,0.463497,11.166211,951350.188130,28347641
1993,0.464160,11.448024,976664.251690,28668166
1994,0.478631,11.884161,1020560.096900,28981189
1995,0.491414,12.174793,1048053.743100,29289423
1996,0.507729,12.506529,1065023.540500,29593849
1997,0.522022,12.568483,1110606.975600,29882752
1998,0.529636,12.388209,1153877.909400,30144812
1999,0.543866,12.783273,1213451.628900,30399778
2000,0.566261,13.130962,1276279.733700,30683313
2001,0.558360,12.859552,1299124.794200,31002763
2002,0.563728,13.296214,1338333.037500,31322398
2003,0.580792,13.359677,1362443.348600,31619450
2004,0.579163,13.565043,1404501.713400,31911668
2005,0.572855,13.655721,1449504.763400,32215916
2006,0.568173,13.579020,1487689.123000,32531867
2007,0.591889,14.097040,1518511.438600,32862459.000000
2008,0.575770,13.929364,1533761.685100,33218541.000000
2009,0.542811,13.383713,1488884.498600,33593917
2010,0.554734,13.508927,1534889.830900,33963412
2011,0.563320,14.018335,1583179.006800,34323531
2012,0.564221,14.061039,1611058.181300,34691878
2013,0.568854,14.396590,1648581.699400,35063691
2014,0.566469,14.427887,1695896.589300,35404608
2015,0.565644,14.469527,1707075.547000,35732126
2016,0.558872,14.342378,1724170.106700,36113532
2017,0.569603,14.537442,1776582.812200,36554348
2018,0.579079,14.724605,1819745.737500,37035254
2019,0.582025,14.644261,1853618.763900,37522584
2020,0.526582,13.758059,1762892.308100,37888705
2021,0.540312,13.921114,1843331.212000,38155012
2022,0.550612,14.299105,1915646.285500,38454327
2023,0.549299,13.949592,1968387.433700,38781291
