"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1988,-16.253230,0.289466,-0.774877,0.051325,0.118669,0,-0.021444,0
1990,-16.334626,0.283362,-0.784057,0.045922,0.113802,0,0.354869,0
1991,-16.356295,0.277782,-0.875083,0.043221,0.132061,0,0.443310,0
1992,-16.360517,0.281191,-1.036386,0.040520,0.151687,0,1.261967,0
1993,-16.341061,0.293597,-1.289474,0.037818,0.113182,0,1.197224,0
1994,-16.367815,0.337525,-1.310769,0.035117,0.119352,0,1.121350,0
1995,-16.465662,0.378521,-1.254778,0.053455,0.102450,0,1.088431,0
1996,-15.561128,0.374679,-1.322062,0.056972,0.102096,0,1.091182,0
1997,-15.621586,0.375650,-1.326206,0.058187,0.114754,0,1.045172,0
1998,-15.650642,0.309568,-1.051712,0.061117,0.118634,0,1.065863,0
1999,-15.689410,0.711769,-1.009847,0.064045,0.141016,0,1.002924,0
2000,-15.507518,0.295691,-1.480465,0.067514,0.137537,0,0.735944,0
2001,-12.685750,0.312851,-1.501412,0.070918,0.089938,0,0.614390,0
2002,-12.706148,0.320184,-1.643919,0.074397,0.117556,0,0.589158,0
2003,-12.692121,0.359620,-1.386926,0.077564,0.106954,0,0.596582,0
2004,-12.678449,0.310123,-1.585307,0.080902,0.105323,0,0.351831,0
2005,-12.679636,0.217558,-2.504978,0.084209,0.177165,0,0.448634,0
2006,-10.614217,0.321334,-1.672084,0.087588,0.175325,0,0.226616,0
2007,-10.448716,0.277478,-1.896277,0.091049,0.230669,0,-0.203592,0
2008,-10.587862,0.483684,-1.450110,0.096995,0.394816,0,0.047998,0
2009,-10.612714,0.424783,-1.368193,0.103215,0.170555,0,0.309318,0
2010,-10.546636,0.877154,-1.308876,0.109174,0.280229,0,0.090277,0
2011,-6.949412,0.871080,-1.242976,0.115175,0.188965,0,-0.095817,0
2012,-6.882651,1.120721,-1.156358,0.121131,0.195860,0,-0.145515,0
2013,-6.876933,1.842063,-1.040004,0.129598,0.251529,0,-0.117136,0
2014,-6.852265,0.712241,-1.028256,0.117644,0.157364,0,-0.185049,0
2015,-6.703975,1.000622,-0.900259,0.112999,0.311330,0,-0.442630,0
2016,-8.291422,0.731619,-0.867136,0.108345,0.257522,0,-0.236644,0
2017,-8.265407,0.813828,-0.739514,0.103984,0.263179,0,-0.413978,0
2018,-8.251797,0.786808,-0.825917,0.099661,0.161682,0,-0.430011,0
2019,-8.191689,0.707457,-0.891055,0.095362,0.319091,0,-0.257911,0
2020,-8.169008,0.850811,-0.787562,0.090998,0.178949,0,-0.338156,0
2021,-8.193488,0.775310,-0.607673,0.086583,0.152240,0,-0.621640,0
2022,-8.105395,0.635533,-0.761705,0.082112,0.177191,0,-0.571661,0
2023,-8.030022,0.910404,-0.492608,0.077643,0.342065,0,-0.456597,0
2024,-8.071272,0.781305,-0.453572,0.073152,0.197152,0,-0.468283,0
