"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,567.924042,38.807042,,359.455863,30.374484,139.286653
1991,564.607787,39.636051,,353.810687,31.874397,139.286653
1992,556.683210,40.473492,,344.419241,32.503825,139.286653
1993,520.210258,41.049558,,305.086488,34.787560,139.286653
1994,522.452573,41.797663,,303.671331,37.696926,139.286653
1995,527.935981,42.344996,,308.233454,38.070878,139.286653
1996,558.072745,42.810581,,309.131318,39.428800,166.702046
1997,577.682264,43.347207,,323.184418,41.121665,170.028974
1998,624.731825,72.853174,,333.752539,42.658402,175.467710
1999,613.356637,45.073244,,358.082842,43.584152,166.616399
2000,585.889143,45.699960,0.013536,352.517696,45.636335,142.021615
2001,594.060464,46.293742,0.015058,362.869327,47.550599,137.331738
2002,514.169629,9.423962,0.016581,330.963412,48.443943,125.321732
2003,551.024498,47.593203,0.018525,327.718214,49.865027,125.829529
2004,553.564782,49.567727,0.013487,324.063533,49.820488,130.099546
2005,553.046833,47.460076,0.017643,322.977113,50.062809,132.529192
2006,558.100584,56.992966,0.006634,322.662896,48.789510,129.648578
2007,595.093047,83.808521,0.006539,322.054364,48.989766,140.233857
2008,592.499349,84.520359,0.000070,320.206733,48.939305,138.832882
2009,592.705415,85.532586,,323.789524,48.355255,135.028050
2010,580.687594,57.919031,,323.862968,50.576162,148.329433
2011,608.768902,56.730337,,358.439802,53.032642,140.566121
2012,594.958838,57.174630,,363.347547,55.041634,119.395027
2013,516.929056,57.686397,,287.711453,56.048719,115.482486
2014,584.383530,58.773945,,299.447914,59.077299,167.084372
2015,592.976405,59.512266,,314.945946,58.110850,160.407342
2016,593.199366,60.436234,,330.232100,62.127325,140.403708
2017,599.823602,61.549500,,345.507058,65.197469,127.569575
2018,584.874488,62.499063,,319.860157,67.158874,135.356394
2019,571.724308,62.960627,,295.118171,67.915360,145.730150
2020,547.309818,63.583626,,313.352811,70.676590,99.696791
2021,562.627783,67.642689,,309.763355,74.009163,111.212575
2022,663.395391,48.310207,,332.302501,76.565926,206.216757
