"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1990,0.577996,8.282524,1599748.381400,870452165
1991,0.615365,8.739587,1616655.025100,888941756
1992,0.655447,9.189980,1705286.455900,907574049
1993,0.677299,9.418493,1786300.799400,926351297
1994,0.714064,9.925637,1905249.213200,945261958
1995,0.760462,10.667225,2049562.159400,964279129
1996,0.823621,11.093873,2204294.310600,983281218
1997,0.858011,11.707235,2293564.281200,1002335230
1998,0.875772,12.418188,2435407.833500,1021434576
1999,0.960763,12.766906,2650838.057300,1040500054
2000,0.986445,13.411444,2752656.512700,1059633675
2001,1.000527,13.467145,2885443.734200,1078970907
2002,1.032140,13.934911,2995205.301800,1098313039
2003,1.067737,14.431356,3230639.864500,1117415123
2004,1.133828,15.669545,3486601.413100,1136264583
2005,1.194592,16.590301,3762859.857100,1154638713
2006,1.292485,17.477519,4066173.927300,1172373788
2007,1.392506,18.968256,4377675.992100,1189691809
2008,1.489438,20.075504,4512801.632000,1206734806
2009,1.612216,21.570669,4867593.079600,1223640160
2010,1.677337,22.504775,5281220.924400,1240613620
2011,1.764712,23.732535,5558026.349000,1257621191
2012,1.925700,25.015267,5861293.873600,1274487215
2013,1.995098,25.843391,6235602.336900,1291132063
2014,2.148344,27.590413,6697674.662600,1307246509
2015,2.234220,28.546846,7233237.726300,1322866505
2016,2.354658,29.825898,7830435.930700,1338636340
2017,2.426607,30.962671,8362544.075500,1354195680
2018,2.593058,32.717185,8908868.161100,1369003306
2019,2.612888,33.542460,9268924.895200,1383112050
2020,2.421552,31.782149,8596765.190900,1396387127
2021,2.674222,34.506283,9366002.538300,1407563842
2022,2.831166,36.371459,10129641.720000,1417173173
2023,3.062324,39.016282,10828029.671000,1428627663
